name,setTime,star,content
李健嵐,1 個月前,5,導覽的小姊姊（戴眼鏡）聲音超優
Stanly Li,1 個月前,5,超多星星 真的讚
陳小安,1 個月前,5,
Max Cheng 鄭浩雲,1 個月前,5,值得來看看！中橫新景點！
陳奕曄,1 個月前,5,太棒了，一定要親身體驗
Light Wang (健康不平等研究室),1 個月前,5,
農博小雷,1 個月前,5,很特別的體驗
Lun Yu,1 個月前,5,這裡可以看見整片的星河，但晚上很冷，建議穿羽絨衣
Hy Kuo,1 個月前,5,互動式星空劇場，很適合小朋友們！
Joyce Huang,1 個月前,4,"劇場體驗不錯，服務人員也很熱情，結束以後還有很漂亮的明信片，是台灣少數導遊活動做到很五感體驗的。

美中不足是裝潢的味道很濃，進去以後眼睛不太舒服一直流眼淚跟鼻塞。
有跟服務人員反應，希望有辦法改善，不然對裡頭的工作人員身體也不好"
lin danny,1 個月前,5,
reagon wu,1 個月前,5,好玩的互動遊戲
Willy Li,1 個月前,5,
Ivy Hsieh,1 個月前,5,小朋友很喜歡，大人建議坐後排一點脖子比較不會酸。
Sasha Liu,1 個月前,5,"星空劇場超好玩，服務超nice,晚上還可以看星星💫超棒的👍👍👍 …"
洪欣蕙,1 個月前,5,很值得帶小朋友去的地方
黃煖煖,1 個月前,5,
陳宴綺,1 個月前,5,
Chi Chen,1 個月前,5,
"懂了,沒",1 個月前,5,令人震撼的星空；服務很周到的團隊，借了衣服給穿太少而寒冷的孩子們，太感謝了。劇場的互動模式很棒，小孩子們都很喜歡。
小鋐陳,1 個月前,5,適合帶小朋友體驗
楊小培,1 個月前,5,新體驗，新感受
Kevin Wu,1 個月前,5,"很新奇的劇場,還可以互動,非常有趣."
潘淑娟,1 個月前,5,一定要體驗 太棒了👏👏，原先以為很無聊 ，打怪練嚴明手快，非常開心😃 …
Alice Chang,1 個月前,4,
Lo Liling,1 個月前,5,蕭館長親切又詳細的解說，太感動了
J C,1 個月前,5,
Steve帶路雞 Huang,1 個月前,3,手開二聯式發票很麻煩，浪費不少時間！另星空劇場的節目告示牌都沒有，至少要讓想參加的人，知道節目內容、場次、時間及費用。
項雲,1 個月前,5,
黃靖雯,1 個月前,5,
王玫琄,1 個月前,5,
朱禾民,1 個月前,5,
Sayo Ch.宮原小夜,1 個月前,5,(◐‿◑)﻿
tzu-ling kao,1 個月前,5,
Rex Liu,1 個月前,5,
Wang Mars,1 個月前,5,很有趣的導覽
李奇花,1 個月前,5,
黃家,1 個月前,4,夏天就是要來山上，白天晚上不一樣
02張慧如,1 個月前,5,
張慧美,1 個月前,5,
黃雪影,1 個月前,5,參加星空劇場，育教於樂，值得推廣 👍 …
羅得誠,1 個月前,5,很特殊的體驗，除了星獸傳奇之外，期待有更多的劇情喔。
魏君卉,1 個月前,5,
路邊草,1 個月前,4,停車方便，還有飲料販賣，設備新穎，適合夜空觀星
洪炘燕clvsc,1 個月前,5,超美好的體驗
shiming,1 個月前,5,
湯宜芳,1 個月前,5,
馬孟起,1 個月前,5,
青,1 個月前,5,
黃粉圓,1 個月前,5,很值得來體驗
ROKEY CHAN,1 個月前,5,
張萬堂,1 個月前,5,
左沛晴,1 個月前,5,
葛人,1 個月前,5,
Hsieh Winwin,1 個月前,5,好棒的地方！
kizzy chang,1 個月前,5,
C.G,1 個月前,3,
肥肥（G）,1 個月前,5,很特別的體驗
李玉琳,1 個月前,5,新奇有趣
Chloe,1 個月前,5,
一凡,1 個月前,5,這個劇場太酷了！
好晴,1 個月前,5,動畫很漂亮也有小遊戲可以互動，開場也有導覽更好理解合歡山生態景色、文化。
吳丞一,1 個月前,5,
Joyce Lim,1 個月前,5,超棒的體驗，很佩服在山上也可以有這麼優秀的場地和活動👍 有了星空劇場，暗空公園變得精彩多了！推薦推薦～
Aki Wen,1 個月前,5,2023/7/1全新開幕，很棒的認識星空方式，影片和硬體都很棒！期待場館能有更好的服務
田百森,1 個月前,5,
立恩陳,1 個月前,5,這一生一定要來一次！
Yi-Hsin Kang,1 個月前,5,
陳春如,1 個月前,5,
kelly liang,1 個月前,5,
Fiya Chang,1 個月前,5,剛好遇到路面坍方，幸運可以來看！
翊庭,1 個月前,5,很有趣
詹妮妮,1 個月前,5,
潘琪恩,1 個月前,5,
林㦤君,1 個月前,5,很棒的體驗
patrick peng,1 個月前,5,
楊宥靖,1 個月前,5,
Alex Yeh,1 個月前,5,特別的體驗
陳弘智,1 個月前,5,好玩的地方提供星空資訊
李淑琴,1 個月前,5,
李平源,1 個月前,5,很棒的劇場，開拓不一樣的視野
姚興華,1 個月前,5,很棒的體驗
Zc Liang,1 個月前,5,"最高的星空劇場
值得來體驗👍"
WU,1 個月前,5,星空劇場很精彩，服務人員很熱情，很有趣，讚～～
JERA MO,1 個月前,5,
陳文賢,2 個月前,5,
蔡淑娟,2 個月前,5,
陳珈因,2 個月前,5,劇場很好看～還有互動遊戲很有趣！
陳俐因,2 個月前,5,劇場畫風精美 很難得的體驗！
徐勝利,2 個月前,4,重新整修後，停車場空間還有觀景台已連接廁所方向，分外寬敞舒適，尤其為星空公園更是值得讚賞，值得推薦旅遊休息的好地方。
Simon Wu,2 個月前,5,"原本看似不起眼的地方，卻藏了這麼美麗的瑰寶！
全台唯一、亞洲第三「國際暗空協會(IDA)」認證的暗空公園（據說申請好幾次才通過），在海拔3000公尺以上的鳶峰，白天還有「鳶峰星空劇場」，是南投縣政府跟工研院技術合作的結晶，以互動介面與顯示技術，創造獨特的天文體驗感受，場地大約可容納30人，就像是在看互動式的電影，很棒的體驗劇場，值得來體驗，一起尋找自己的守護星。
這次去看的主題是「尋找守護星‧星獸傳奇」，可以看到台灣黑熊、北峰玉山圓柏、杜鵑花、蝴蝶王國、水鹿、櫻花鉤吻鮭等在地特色生物，也可以看到塔羅灣溪、精英瀑布、合歡群峰。還有在地原民意涵的狩獵、鳥占、火占、夢占、繡眼畫眉所組成的故事軸線（此為官方說明，沒說我還真辨識不了這麼多），期待推出新的主題。"
wei-chun Chang,2 個月前,5,
YaoRen,2 個月前,5,非常棒的體驗👍 …
陳慶瑜,2 個月前,5,太好玩了啦！
張伯邑,2 個月前,5,
黃秀娟,2 個月前,5,
林佩瑾,2 個月前,5,"有互動式星空體驗劇場，剛好試營運，在附近有住民宿可以以50元參觀，6月即恢復原價！
非常棒的星空劇場！經過一定要進來體驗"
Edward Chou,3 個月前,5,
郭明源,3 個月前,5,"環境優美 服務親切
廁所乾淨 沒有異味
劇場先進 全新體驗
星空導覽 探索宇宙
Ps:請各位同好不要亂丟菸蒂
保持乾凈言教不如身教好"
李珮瑜,3 個月前,5,人員親切，活動有趣
jm lee,3 個月前,5,
Lin Yafen,3 個月前,5,讚
yuki,3 個月前,5,環境很好👍 …
SH WU,3 個月前,5,很棒的解說
Tom Cheng,3 個月前,5,
乃芯,3 個月前,5,超級有趣的星空劇場，可以玩小遊戲！！
方雪燕,3 個月前,5,超好玩
Vergil Chen,3 個月前,5,星空劇場
陳琬潔,3 個月前,5,值得推薦喔～
Ping-yi Ho,3 個月前,5,很棒的體驗
楊純如,3 個月前,5,"體驗後很精彩
下次可以帶女兒來體驗和增加知識"
李彥錡,3 個月前,5,
amo Hsiao,3 個月前,5,在這邊可以享受到不同的星空，也可以認識有不同的星座認識，適合情侶全家大小一起~
李數雲,3 個月前,5,
Syshian Jan,3 個月前,5,
Science News,3 個月前,5,
石歆美,3 個月前,5,
袁秀珍,3 個月前,5,
袁秀琴,3 個月前,5,覺得很好玩
李怡瑄,3 個月前,5,2023/01才開始營運的劇場，挺好玩的呢！
SL H,3 個月前,5,導覽人員說明很清楚，設備新穎尤其是尋星盤，與瑩幕互動有趣好玩，贈送星空劇場明信片，很有質感
謝淳琦,3 個月前,5,
陳美玲,3 個月前,5,
Chun Lung Huang,3 個月前,5,
王麗慧,3 個月前,5,
邱美娥,3 個月前,5,適合親子同遊觀星
林桂英,3 個月前,5,
Scott Hsieh,3 個月前,5,讚👍 …
Lin more,3 個月前,5,解説人員解說的讚👍 …
Yin Lin Chen,3 個月前,5,
蔡明宏,3 個月前,5,星空劇場有夠讚，去武嶺一定要來！
Coco,3 個月前,5,
Archer yang,3 個月前,5,
陳燕瑤,3 個月前,5,
賴建義,3 個月前,5,
沈美娥,3 個月前,5,
邱銀珠,3 個月前,5,
Et Wang,3 個月前,5,
陳松林回應,3 個月前,5,
李素美,3 個月前,5,
周淑美,3 個月前,5,
ku472008@gmail.com古桑,3 個月前,5,
尹維珍,3 個月前,5,
李景蘭,3 個月前,5,
何登諒,3 個月前,5,
王麗華,3 個月前,5,
李登輝,3 個月前,5,
沈雪芳,3 個月前,5,
Jungtsun Huang,3 個月前,5,
梁麗花,3 個月前,5,
江熠嫻,3 個月前,5,劇場的尋星鏡很特別有趣，環境舒適
Eleanore Li,3 個月前,5,星空劇場有互動式劇場體驗和明信片，好玩！
郭泓禧,3 個月前,5,
莊育綸,3 個月前,5,星空劇場很好看😃 …
detch shon,3 個月前,5,合歡山最新景點 目前試營運中 體驗3D星空互動 休閒、觀光及教育的好去處 導覽人員解說導覽詳細 歡迎大家一起來參與 劇場是3D互動影片 適合小朋友一起參與互動 建議做前三排比較舒服 會有3D暈的人可以保留一下
倪佩君,3 個月前,5,很有趣的體驗✧*｡٩(ˊᗜˋ*)و✧*｡
范秋英,3 個月前,5,
張春煖,3 個月前,5,
倪倪,3 個月前,5,設備很新很酷！導覽人員很用心，劇場很有趣
barry Ni,3 個月前,5,非常棒的體驗
Kaeli Lo,3 個月前,5,
傅君智,3 個月前,5,有趣的活動
CL,3 個月前,5,
Harry Ng,3 個月前,5,
Nelson Wang,4 個月前,4,可以互動的星空劇場，住附近民宿可以買優惠票50元，入場時會發每人一個互動式尋星鏡，半球面屏幕會顯示自己手上尋星鏡的符號，中間有兩次可以互動，根據互動結果會發給漂亮的個人卡片，很新奇有趣，非常值得一遊。但是收費沒給收據有點奇怪，影片內容希望能多著重星空的觀察，而不是想像，尋星鏡很有趣，但是同時有10個以上在螢幕上不同的圖案要找到自己的圖案一個考驗，座位也沒固定，前面剛好遇到放任小孩亂玩的家長，家長竟然跟小孩隔兩排，而不是隔兩個座位，小孩玩尋星鏡動作大到椅子至少挪移十公分，更不用說怕被撞到，當然家長應該管制小孩，但座位會移動以及服務人員沒有勸阻也很怪。
Chin呂,4 個月前,5,
劉得鳳,4 個月前,5,
san he yang,4 個月前,5,
葉嘉瑜,4 個月前,5,獨特與富意義
Linda Yeh,4 個月前,5,很棒的地方，導覽員很認真，活動很有趣喔～
艾蜜莉,4 個月前,5,"解說員人都很好
互動式遊戲還會發成績單
適合帶小朋友一起去玩"
劉彥儀,4 個月前,5,"亞洲唯三的暗空公園，就在台灣
最新最高～適合全家大小一起來看好看的互動劇場"
蔡婉貞,4 個月前,5,大約20分鐘的劇場，寓教於樂，最喜歡裡面說的：每個人都是獨一無二的星星。🌟 …
Orange,4 個月前,5,非假日打電話確認有位置就來了，很棒的互動劇場，工作人員專業又親切!
The Gardners,4 個月前,5,在卡爾小鎮入住，順便預約劇場體驗😎 …
林怡君,4 個月前,5,
Vayen Chen,4 個月前,5,很棒的體驗
PC L,4 個月前,5,非常有趣的地方😄 …
odin liu,4 個月前,5,
Ongga Yu,4 個月前,5,超棒
gina hsu,4 個月前,5,很有趣，值得體驗
Shanti Om,4 個月前,5,
陳佩青,4 個月前,5,
三潭國小50102許睿袁,4 個月前,5,很特別的星空劇場體驗～彷彿來到了外太空跟神話裡！
鍾小梅,4 個月前,5,有互動性的劇場，體驗很棒，目前還在試營運中～服務人員親切
劉明哲,4 個月前,5,星空劇場超好看！推薦大家來體驗
Patty Liu,4 個月前,5,
Sky Sky,4 個月前,5,非常十分棒的體驗！
Trannan Chen,4 個月前,5,
林小月,4 個月前,5,
Shirley Chen,4 個月前,5,
范微微,4 個月前,5,
Jim Chen,4 個月前,5,很棒的體驗
doojing,4 個月前,5,每個人都有無限的想像力
芊洗鷗騰,4 個月前,5,
蔡呈樂,4 個月前,5,
王浚其,4 個月前,5,
蘇綺,4 個月前,5,
曾彥彬,4 個月前,5,非常讚，適合大人小孩
陳Sunshine,4 個月前,5,
Owen Wei Ting,4 個月前,5,有趣好玩
張詠晴,4 個月前,5,很棒！！！
許崇恩,4 個月前,5,
高翁園,4 個月前,5,
林鈺庭,4 個月前,5,
鄭惠卿,4 個月前,5,非常棒的獨特體驗，真的很棒！
Sam Yu,4 個月前,5,
張傑星,4 個月前,5,很特別的體驗，一定要來看！
余叡叡,4 個月前,5,
翁靖超,4 個月前,5,
許耀宗,4 個月前,5,
楊富真,4 個月前,5,很棒的體驗
陳亮瑾,4 個月前,5,
劉伊宸,4 個月前,5,
陳宜強,4 個月前,5,很值得帶孩子來
Pei Chen Shen,4 個月前,5,
沈榆蓁,4 個月前,5,
Kit Sin,4 個月前,5,清境新特色。很好的權宜之計
彭德旺,4 個月前,5,
王哲祥,4 個月前,5,值得一遊
朱浩君,4 個月前,5,"很棒的活動
簡介很詳細"
Lisa Wu,4 個月前,5,非常精彩
今晚打老虎,4 個月前,5,很特別的星空劇場，創新的故事情節，認識宇宙中無限的可能，很推薦體驗喔。
Mei Wong,4 個月前,5,
Kwok Tony,4 個月前,5,
騎士藍天,4 個月前,5,讚讚讚讚讚讚
貞米,4 個月前,5,
王惠珍,4 個月前,5,
王萬順,4 個月前,5,很棒的星空體驗
Huey-Jen Kuo,4 個月前,5,希望能更多朋友來觀看
MJ L,4 個月前,5,很棒的體驗
謝勝超,4 個月前,5,非常特別的星空劇場，值得一訪。
秀娟林,4 個月前,5,
Tony Hsieh,4 個月前,5,
謝佳玲,4 個月前,5,
吳柏翰,4 個月前,5,
王淑芬,4 個月前,5,
楊弘仁,4 個月前,5,
王小卿,4 個月前,5,
黃永輝,4 個月前,5,
蟹味山,4 個月前,5,
Ming Hsieh,4 個月前,5,好的
Grace Liu,4 個月前,5,
lau yuk har,4 個月前,5,
Maggie Shu,4 個月前,5,
王榮祿,4 個月前,5,服務人員解說非常清楚，親切和藹，非常棒的體驗@
zhenhe zhenhe,4 個月前,5,
Eng Han Tan,4 個月前,5,
SiNLenG CheN,4 個月前,5,
sin yee Chen,4 個月前,5,
Kane Wei,4 個月前,5,
Chui yi,4 個月前,5,超好玩der
素惠吳,4 個月前,5,
詹渝婕,4 個月前,5,很棒的國際星空劇場，推薦給大家來欣賞~
Yin,4 個月前,5,劇場動畫很精緻很好看，互動遊戲很好玩，還有贈送精緻卡片，希望下次還可以再看一次
Eric Chang,4 個月前,5,很酷的星空劇場
FF熔莫,4 個月前,5,(◐‿◑)
楊璟,4 個月前,5,
陳清騰,4 個月前,5,
蔡騏合,4 個月前,5,
Elaine 仲詩 Kao,4 個月前,5,
倪紫菱,4 個月前,5,
chuifen tsai,4 個月前,5,"很棒的劇場和
可愛的工作人員"
JJ K,4 個月前,5,暗空公園的新設施！
彭銘盛,4 個月前,5,很棒的的星空借紹，很喜歡
Jui Shin,4 個月前,5,來這裏尋找屬於自己的星星
李穎俐,4 個月前,5,很新奇的互動式體驗！很適合帶小朋友來尋找自己的守護星！
蔡茜茜,4 個月前,5,很特別的體驗，可以在海拔最高2750M最新設備使用最新科技觀星真是好幸福喔！
沈右挺,4 個月前,5,"最高
最新科技
最佳設計"
江佩蓁,4 個月前,5,很漂亮很有趣的地方，非常值得來
鮑盛蘭,4 個月前,5,
李美娟,4 個月前,5,
謝淑娟,4 個月前,5,
陳桃子,4 個月前,5,很棒的體驗
Eve wu,4 個月前,5,很喜歡這個星空劇！
珮珮,4 個月前,5,
顧宏碁,4 個月前,5,
吳彩雲,4 個月前,5,
cc c,4 個月前,5,
顧珮馨,4 個月前,5,很有教育意義的地方
顧烜瑄,4 個月前,5,
Ping,4 個月前,5,
黃國政,4 個月前,5,🌸很棒的體驗環，合歡的觀星動線新景點！🤩🤩🤩 …
張偉俊,4 個月前,5,
林宗興,4 個月前,5,非常特別的體驗！可以來現場體驗喔
Hank Kuo,4 個月前,5,值得觀賞的劇場
鄭玉屏,4 個月前,5,
鉅冠BOSS,4 個月前,5,
湯士櫳,4 個月前,5,
陳素梅,4 個月前,5,
Judy Fu,4 個月前,5,
陳小真,4 個月前,5,
陳淑珍,4 個月前,5,
Pin,4 個月前,5,動畫和活動都很用心，適合闔家觀賞，很棒👍 …
孫小雪,4 個月前,5,全台最高最酷的劇場，很適合帶小朋友來體驗喔
Ni Larissa,4 個月前,5,
聖華,4 個月前,5,
林春香,4 個月前,5,
劉孟昀,4 個月前,5,
Yucheng Chuang,4 個月前,5,非常有意義的地方
Icecream Su,4 個月前,5,
胡麗美,4 個月前,5,
Nelson Chen,4 個月前,5,新奇。
林林,4 個月前,5,
善雅,4 個月前,5,
Fulon Liang,4 個月前,5,
黃麗娜,4 個月前,5,
kelly0930081747,4 個月前,5,
Shihhan Tung,4 個月前,5,
直心道場小賴,4 個月前,5,
陳桂香,4 個月前,5,
Eve Chan,4 個月前,5,
洪榆晴,4 個月前,5,
吳百勝,4 個月前,5,非常棒的體驗
KING WANG,4 個月前,5,三千萬的設施，超棒的點適合帶小朋友來，如住宿清境，可折抵50元星空劇場費用，如無要100元門票，接待人員非常親切熱情，講解詳細有趣，海拔高要注意保暖，停車方便，劇場即在停車場下方，建議帶小手電筒，無光害所以無照明設施，整個場館由原住民工作者設計，充滿藝術氣息
邱籃平,4 個月前,5,
Sheng Wen Huang,4 個月前,5,超棒的劇場體驗
黃耀樂,4 個月前,5,
翁佳惠,4 個月前,5,
張圖霖,4 個月前,5,
彭詠芳,4 個月前,5,
Jane Liao,4 個月前,5,
高士正,4 個月前,5,
JUJU CHU,4 個月前,5,
陳金波,4 個月前,5,
Tracy Tsai,4 個月前,5,
曾梅蘭,4 個月前,5,
王德勝,4 個月前,5,
黃佑,4 個月前,5,
湯月彩,4 個月前,5,
陳永梅,4 個月前,5,
Chen Hans,4 個月前,5,
鄒佩樺,4 個月前,5,
許書政,4 個月前,5,帶小孩來走走
gina Tsai,4 個月前,5,
陳發麗,4 個月前,5,
惠民蔡,4 個月前,5,
賴韵迦,4 個月前,5,很漂亮的小劇場，還可以影像互動，非常棒唷，推薦大家來體驗
蔡小憶,4 個月前,5,很棒的體驗，值得帶小朋友來體驗！
蔡小憶,4 個月前,5,很棒，值得帶小朋友來體驗！
林建億,4 個月前,5,👍 …
張雨庭,4 個月前,5,
Clare Chang,4 個月前,5,
唬咪,4 個月前,5,
林詩晏,4 個月前,5,"亞洲唯一三座
也是最高的一座
台灣的驕傲"
林智偉,4 個月前,5,
凌嘉均,4 個月前,5,
林素靜,4 個月前,5,
Angel Lai,4 個月前,5,
劉盛禔,4 個月前,5,劇場很棒，課程也很精彩
彭紹明,4 個月前,5,
Carol Wu,4 個月前,5,
簡憶如,4 個月前,5,很棒！
Maggie Lin,4 個月前,5,高山上的小小太空劇場。
Ann Chen (Ann),4 個月前,5,
冷克航,4 個月前,5,
Tara Chen,4 個月前,5,
林家琪,4 個月前,5,特別的體驗
snow Cheng,4 個月前,5,很有趣！
蔡筠安,4 個月前,5,
ihua yan,4 個月前,5,
serena Ho,4 個月前,5,很棒！
Daniel Po Han Ho,4 個月前,5,可以看星星 很棒
I CHIA JUAN,4 個月前,5,接待人員親切豐富，環境乾淨
楊定維,4 個月前,5,
林家陞,4 個月前,5,
JAE IM YOO,4 個月前,5,我喜歡它！
王怡茜,4 個月前,5,
祥,4 個月前,5,
曹玉如,4 個月前,5,
Hugo (雨果),4 個月前,5,很好玩 客服人員親切 體驗活動也很特別
陳志忠,4 個月前,5,
李沁,4 個月前,5,"來暗空公園，一定要跟著來旁邊的星空劇場參觀，有配合清境這邊的所有民宿，看劇場有折價，看了星空劇場，才知道，合歡山能爭取到暗空公園，是多麼的不容易，看完心中是滿滿的感動🙂
雖然還在籌備中，但是仍然值得來看一下劇場，可以寓教於樂！
看完還有紀念品獎勵喲!
有小朋友的一定要帶著來看，小孩子會很開心的😁"
陳昱成,4 個月前,5,
林彥汝,4 個月前,5,
黃文嫺,4 個月前,5,
黃煒翔,4 個月前,5,
崔亞玲,4 個月前,5,
崔海波,4 個月前,5,
馮玉華,4 個月前,5,
Mark Hsu,4 個月前,5,
Haipeng Tsui,4 個月前,5,
賴梅菊,4 個月前,5,
鍾月秀,4 個月前,5,
Yuki Chen,4 個月前,5,
Tengyi Twu,4 個月前,5,
就是愛七逃,4 個月前,5,
Sharon Huang,4 個月前,5,
Ian Yeh,4 個月前,5,
東風,4 個月前,5,
Vicky,4 個月前,5,
陳姿蓉,4 個月前,5,票價100元，如果有住在清境，這邊的門票就50元喔！15分鐘的影片劇場，還有可以互動的機器，很有趣！
楊錫恩,4 個月前,5,好好玩
Fernando Zhang,4 個月前,5,"劇場讚~
體驗很舒服👌
有在合歡山住宿可以$50體驗喔👍👍 …"
許宸豪,4 個月前,5,很不錯的體驗！值得票價
張守仁,4 個月前,5,
星月情風,4 個月前,5,"雖然離清境有段距離，但超級推薦去～
星空導覽人員親切幽默風趣解說，以及那邊有著美麗的展望星空。

「我的口袋裡裝著是什麼？是願望」
這是我最喜歡的一句話。
就像是現實世界裡，人們大多數在乎錢的多寡，更或者在乎是否像暖暖包溫暖。
而願望這個簡單的詞，蘊含想要緊緊抓住夢想的渴望，緊緊抓住流星那一道尾巴。

下次再來時候，會再來聽故事，謝謝～"
Sales Customer Service,4 個月前,5,
簡鏞泰,4 個月前,5,很用心的導覽
Karen Yen,4 個月前,5,
鄭力中,4 個月前,5,
李逸安,4 個月前,5,太屌了
HL CHEN,4 個月前,5,
楊珮慈,4 個月前,5,
張敏智,4 個月前,5,
何益良,4 個月前,5,
Zena Lin,4 個月前,5,3D非常厲害
謦德小吳,4 個月前,5,超讚
Kat Lam,4 個月前,5,
李如好,4 個月前,5,
lisa chung,4 個月前,5,很棒👍，很適合大手牽小手一起來。 …
Anna鐘,4 個月前,5,很棒的體驗，解說員聲音好聽
蘇琬琇,4 個月前,5,
張妞媽,4 個月前,5,
羅文翔,4 個月前,5,新奇的體驗
EVEN CHANG,4 個月前,5,
Tsechun Chien,4 個月前,5,
李小均,4 個月前,5,
Ten Y,4 個月前,5,
劉惠生,4 個月前,5,
YuHsin Huang,4 個月前,5,好喜歡！
邱微芬,4 個月前,5,很棒👍 …
林秋棟,4 個月前,5,
葵Elaine,4 個月前,5,
葉凱威,4 個月前,5,
LIU LING,4 個月前,5,
Yu-Sung Chen,4 個月前,5,星空劇場簡單有趣還有互動，清境住宿還有折扣，下次來一定要參加晚上的星空導覽！
雪野シルク,4 個月前,5,帶小朋友來參觀星空劇場。
游素真,4 個月前,5,
Chi-Shun Wang,4 個月前,5,影片互動很有趣
蔡美鳳,4 個月前,5,
chen melody,4 個月前,5,很棒的劇場與影片互動❤️
chen yen-hsiang,4 個月前,5,
吳佳樺,4 個月前,5,
小陳,4 個月前,5,好玩的體驗(≧ω≦)/
謝瑜倩,4 個月前,5,
廖峻濱,4 個月前,5,人員講說很詳細，互動也很讚。
William Chou,4 個月前,5,國際的場域、深度的講解、熱忱的服務。
Emma HU,4 個月前,5,
宋佩禹,4 個月前,5,非常好的體驗，工作人員很親切，觀星老師很專業也很仔細解說，很開心。
黎素珍,4 個月前,5,
黎素珍,4 個月前,5,
小姐,4 個月前,5,
胡軒溢,4 個月前,5,
潘宣吾,4 個月前,5,
Joanya Lee,4 個月前,5,
二愛36許智堯,4 個月前,5,高級先進獲獎寶地
黃怡樺,4 個月前,5,
Jordan Cherng,4 個月前,5,
JHIH AN LIN,4 個月前,5,很適合帶小朋友來看劇場喔
chiwei chang,4 個月前,5,
王冠文,4 個月前,5,未成感受過的神奇體驗
王國欽,4 個月前,5,心靈享受
林宜玲,4 個月前,5,超讚的感受
王小廷,4 個月前,5,很酷炫
Shih-che Huang,4 個月前,5,知性有趣！
王國丞,4 個月前,5,
Ping Ping,4 個月前,5,
黃棟樑,4 個月前,5,
YiJun Lu,4 個月前,5,
雅薰,4 個月前,5,
王阿偉,4 個月前,5,很特別。動畫很漂亮
leo fu,4 個月前,5,
Cheeseburger Jr.,4 個月前,5,
科枝偉康,4 個月前,5,
耶雯,4 個月前,5,
Daddy Chris,4 個月前,5,非常值得一遊
黃玉淳,4 個月前,5,很美的畫面❤️值得一看
Angel Chang,4 個月前,5,
謝靜怡,4 個月前,5,
Nicole Lee,4 個月前,5,星空劇場讚！
呂宜靜,4 個月前,5,很棒的體驗
hung joshua,4 個月前,5,很值得的親子體驗
昀蓉Chung,4 個月前,5,滿棒的導覽、值得期待✨👍👍 …
Chen IH,4 個月前,5,很特別的星空劇場，有特殊道具互動，非常建議來參加。
Leo Liao,4 個月前,5,星空劇場～看星星，寓教於樂！
Mike Chen,4 個月前,5,
陳佑榛,4 個月前,5,
lisa Chi,4 個月前,5,很有創意，就是最亮星星
蔡小光,4 個月前,5,
Sarah,4 個月前,5,
俞晏,4 個月前,5,非常用心，好棒的體驗，孩子們的星體驗
劉畇秀,4 個月前,5,
ken huang,4 個月前,5,好的
林聖錡,4 個月前,5,非常棒的教育劇場
Ariel Cheng,4 個月前,5,
Kai楊鎧安,4 個月前,5,
施志暐,4 個月前,5,很有趣
Fu-Jung Yang,4 個月前,5,好有趣的劇場
ping-chang Lin,4 個月前,5,
Sandy Yang,4 個月前,5,
施芹,4 個月前,5,
陳彥廷,4 個月前,5,很棒！！！
Richard W,4 個月前,5,
劉佩君,4 個月前,5,
林以馨,4 個月前,5,很棒的體驗
謝裴琳,4 個月前,5,
CHEN KAI CHI,4 個月前,5,寓教於樂，非常棒！
黃雅慧,4 個月前,5,
Dumbledore Yao,4 個月前,5,
