setTime,star,content,ckip_result,seg_result
4 週前,3,除了瀑布比較有可看性其餘景觀馬馬虎虎,['瀑布(Na) 可看性(Na) 其餘(Neqa) 景觀(Na) 馬馬虎虎(VH)'],瀑布 可看性 其餘 景觀 馬馬虎虎
4 週前,5,瀑布群滿滿的負離子跟芬多精,['瀑布群(Na) 滿滿(VH) 負離子(Na) 芬多精(Na)'],瀑布群 滿滿 負離子 芬多精
1 個月前,5,老少咸宜的步道 有空來享受一下大自然的芬多精和負離子吧,['老少咸宜(VH) 步道(Na) 有空(VH) 享受(VJ) 一下(Nd) 大自然(Nc) 芬多精(Na) 負離子(Na)'],老少咸宜 步道 有空 享受 一下 大自然 芬多精 負離子
1 個月前,5,適合全家休閒的好地方,['適合(VH) 休閒(VA) 地方(Na)'],適合 休閒 地方
1 個月前,5,,,
1 個月前,4,風景不錯步道有些未按裝欄杆有点危險,['風景(Na) 不錯(VH) 步道(Na) 有些(Neqa) 按裝(VC) 欄杆(Na) 危險(VH)'],風景 不錯 步道 有些 按裝 欄杆 危險
1 個月前,5,瀑布水大負離子多,['瀑布(Na) 負離子(Na)'],瀑布 負離子
1 個月前,3,爬爬山還可以沒有什麼特別的看點,['爬爬山(VA) 沒有(VJ) 特別(VH) 看點(Na)'],爬爬山 沒有 特別 看點
1 個月前,5,路線平坦適合親子活動人流量不多,['路線(Na) 平坦(VH) 適合(VH) 親子(Na) 活動(Na) 人流量(Na)'],路線 平坦 適合 親子 活動 人流量
1 個月前,4,,,
1 個月前,5,健行的好地方,['健行(VA) 地方(Na)'],健行 地方
1 個月前,4,空氣清新環境優雅一圈走完難度不高,['空氣(Na) 清新(VH) 環境(Na) 優雅(VH) 走完(VCL) 難度(Na)'],空氣 清新 環境 優雅 走完 難度
1 個月前,5,步道整理平坦連推輪椅的同胞都能來享受體驗森林浴,['步道(Na) 整理(VC) 平坦(VH) 輪椅(Na) 同胞(Na) 享受(VJ) 體驗(VC) 森林(Na)'],步道 整理 平坦 輪椅 同胞 享受 體驗 森林
1 個月前,5,非常美麗的瀑布和輕鬆的徒步旅行一定要來看台灣大自然,['美麗(VH) 瀑布(Na) 輕鬆(VH) 徒步(Nv) 旅行(VA) 台灣(Nc) 大自然(Nc)'],美麗 瀑布 輕鬆 徒步 旅行 台灣 大自然
1 個月前,5,,,
1 個月前,5,愜意的地方,['愜意(VH) 地方(Na)'],愜意 地方
1 個月前,4,,,
1 個月前,5,"非常棒的一個地方
會再次來訪",['地方(Na) 來訪(VA)'],地方 來訪
1 個月前,3,,,
1 個月前,5,,,
1 個月前,5,森林遊樂區有水量豐沛的瀑布森林浴步道和觀景步道步道平坦好走天雨時較滑要小心走適合全家踏青健行賞瀑,['森林(Na) 遊樂區(Nc) 水量(Na) 豐沛(VH) 瀑布(Na) 森林(Na) 浴步道(VA) 步道(Na) 步道(Na) 平坦(VH) 小心(VK) 適合(VH) 踏青(VA) 健行(VA)'],森林 遊樂區 水量 豐沛 瀑布 森林 浴步道 步道 步道 平坦 小心 適合 踏青 健行
1 個月前,5,"新北市烏來區 內洞國家森林遊樂區
觀瀑步道沿著溪邊平坦好走單程約1K經過羅好水壩到達樂水橋就能到終點下層瀑布就在眼前往上走會經過中層瀑布最亮眼的是上層瀑布也是負離子含量超標的地方非常舒服
回頭往下走到中層瀑布附近有一條森林浴步道整條步道1.7K都是上坡路必須專心走因為路況較原始恰好訓練心肺功能
辛苦攀爬後可在森林浴步道與賞景步道交接的涼亭休息一下因為一路上坡的大魔王步道以為賞景步道就能輕鬆拿下誰知這1.5K還是小魔王等級的步道啊
我只是喜歡走走親子步道所以對於登山客視為小菜一碟的步道對我還是非常需要挑戰的
一次走完三個步道一定要給自己一個讚",['北市(Nc) 烏來區(Nc) 內洞(Ncd) 國家(Na) 森林(Na) 遊樂區(Nc) 觀瀑(VC) 步道(Na) 平坦(VH) 單程(Na) 經過(VCL) 水壩(Na) 到達(VCL) 樂水橋(Nc) 終點(Na) 瀑布(Na) 眼前(Nc) 經過(VCL) 中層(Nc) 瀑布(Na) 亮眼(VH) 瀑布(Na) 負離子(Na) 含量(Na) 標的(Na) 地方(Na) 舒服(VH) 回頭(VA) 走到(VCL) 中層(Nc) 瀑布(Na) 附近(Nc) 森林浴(Na) 步道(Na) 步道(Na) 1.7K(Neu) 上坡路(Nc) 專心(VH) 路況(Na) 原始(VH) 訓練(VC) 心肺(Na) 功能(Na) 辛苦(VHC) 攀爬(VC) 森林浴(Na) 步道(Na) 賞景(VA) 步道(Na) 交接(VC) 涼亭(Na) 休息(VA) 一下(Nd) 上坡(Na) 魔王(Na) 步道(Na) 以為(VE) 賞景(VA) 步道(Na) 輕鬆(VH) 拿下(VC) 1.5K(Neu) 小魔王(VH) 等級(Na) 步道(Na) 喜歡(VK) 走走(VA) 親子(Na) 步道(Na) 登山客(Na) 視為(VG) 小菜(VH) 步道(Na) 需要(VK) 挑戰(Na) 走完(VCL) 步道(Na)'],北市 烏來區 內洞 國家 森林 遊樂區 觀瀑 步道 平坦 單程 經過 水壩 到達 樂水橋 終點 瀑布 眼前 經過 中層 瀑布 亮眼 瀑布 負離子 含量 標的 地方 舒服 回頭 走到 中層 瀑布 附近 森林浴 步道 步道 1.7K 上坡路 專心 路況 原始 訓練 心肺 功能 辛苦 攀爬 森林浴 步道 賞景 步道 交接 涼亭 休息 一下 上坡 魔王 步道 以為 賞景 步道 輕鬆 拿下 1.5K 小魔王 等級 步道 喜歡 走走 親子 步道 登山客 視為 小菜 步道 需要 挑戰 走完 步道
1 個月前,4,步道乾淨清爽沿著溪邊一路到內洞瀑布 瀑布有豐富的負離子 是值得全家大小一起出遊的地方腳程好的人可以走完整條環山的步道,['步道(Na) 乾淨(VH) 清爽(VH) 內洞(Nc) 瀑布(Na) 瀑布(Na) 豐富(VHC) 負離子(Na) 值得(VH) 大小(Na) 出遊(VA) 地方(Na) 腳程(Na) 走完(VCL) 環山(VA) 步道(Na)'],步道 乾淨 清爽 內洞 瀑布 瀑布 豐富 負離子 值得 大小 出遊 地方 腳程 走完 環山 步道
1 個月前,5,負離子最多的瀑布適合全家放鬆之旅,['負離子(Na) 最多(VH) 瀑布(Na) 適合(VH) 放鬆(VHC)'],負離子 最多 瀑布 適合 放鬆
1 個月前,5,吸收負離子芬多精,['吸收(VC) 負離子(Na) 芬多精(Nf)'],吸收 負離子 芬多精
1 個月前,5,,,
1 個月前,5,,,
1 個月前,5,森林環境不錯行走步道方便老少皆宜瀑布流水聲蟲鳴鳥叫聲迴蕩耳邊,['森林(Na) 環境(Na) 不錯(VH) 行走(VA) 步道(Na) 方便(VH) 老少(Na) 皆宜(VH) 瀑布(Na) 流水聲(Na) 叫聲(Na) 迴蕩(VH)'],森林 環境 不錯 行走 步道 方便 老少 皆宜 瀑布 流水聲 叫聲 迴蕩
1 個月前,4,覺得門票有點貴但步道很有挑戰性適合練身體全程走完約兩小時壯年加少年,['覺得(VK) 門票(Na) 步道(Na) 挑戰性(Na) 適合(VH) 身體(Na) 走完(VCL) 小時(Na) 壯年(Na) 少年(Na)'],覺得 門票 步道 挑戰性 適合 身體 走完 小時 壯年 少年
1 個月前,5,"1.新北市民半價有免費停車場
2.觀景步道來回1小時平坦好走
3.驗票旁邊有飲水機可以裝水",['新北市民(VH) 半價(Na) 免費(VH) 停車場(Nc) 觀景(VC) 步道(Na) 來回(VCL) 小時(Na) 平坦(VH) 驗票(VA) 旁邊(Ncd) 飲水機(Na)'],新北市民 半價 免費 停車場 觀景 步道 來回 小時 平坦 驗票 旁邊 飲水機
1 個月前,3,,,
1 個月前,4,輕鬆不吃力的景點適合一家老小享受滿滿的芬多精瀑布之外自然景色略少,['輕鬆(VH) 吃力(VH) 景點(Na) 適合(VH) 一家(Neu) 老小(Na) 享受(VJ) 滿滿(VH) 芬多精(Na) 瀑布(Na) 之外(Ng) 自然(Na) 景色(Na)'],輕鬆 吃力 景點 適合 一家 老小 享受 滿滿 芬多精 瀑布 之外 自然 景色
1 個月前,5,,,
1 個月前,3,,,
1 個月前,5,,,
1 個月前,4,逛完你會覺得只是單純巡視河川但風景尚可門票不貴空氣新鮮這樣,['逛完(VC) 覺得(VK) 單純(VH) 巡視(VC) 河川(Na) 風景(Na) 門票(Na) 空氣(Na) 新鮮(VH) 這樣(VH)'],逛完 覺得 單純 巡視 河川 風景 門票 空氣 新鮮 這樣
1 個月前,5,非常好的森林區芬多精負離子很豐富距離台北近,['森林區(Nc) 芬多精(Na) 負離子(Na) 豐富(VHC) 台北(Nc)'],森林區 芬多精 負離子 豐富 台北
1 個月前,5,,,
1 個月前,5,來了就知道,['知道(VK)'],知道
1 個月前,4,,,
1 個月前,5,,,
1 個月前,5,,,
1 個月前,5,走一圈感覺很棒不會很遠慢慢走非常悠閒放鬆園區內無販售食物要自備飲食喔,['感覺(VK) 慢慢(VH) 悠閒(VH) 放鬆(VC) 園區(Nc) 販售(VD) 食物(Na) 自備(VC) 飲食(Na)'],感覺 慢慢 悠閒 放鬆 園區 販售 食物 自備 飲食
1 個月前,5,,,
1 個月前,5,,,
1 個月前,5,很棒的國家森林公園有各種難易度的步道可行走經過桂山水壩之後通往關埔步道階梯較多瀑布很漂亮很舒服,['國家(Na) 森林(Na) 公園(Nc) 難易度(Na) 步道(Na) 行走(VA) 經過(VCL) 桂山(Nc) 水壩(Na) 之後(Ng) 通往(VCL) 關埔(Nc) 步道(Na) 階梯(Na) 瀑布(Na) 漂亮(VH) 舒服(VH)'],國家 森林 公園 難易度 步道 行走 經過 桂山 水壩 之後 通往 關埔 步道 階梯 瀑布 漂亮 舒服
1 個月前,5,輕鬆又有美景的步道很適合長者或小孩運動,['輕鬆(VH) 美景(Na) 步道(Na) 適合(VH) 長者(Na) 小孩(Na) 運動(VA)'],輕鬆 美景 步道 適合 長者 小孩 運動
2 個月前,5,森林浴,['森林浴(Na)'],森林浴
2 個月前,5,,,
2 個月前,5,,,
2 個月前,4,平日遊客人數剛好能很舒服享受森林浴,['平日(Nd) 遊客(Na) 人數(Na) 舒服(VH) 享受(VJ) 森林浴(Na)'],平日 遊客 人數 舒服 享受 森林浴
2 個月前,5,,,
2 個月前,5,有藍鵲,[''],
2 個月前,5,,,
2 個月前,5,,,
2 個月前,3,風景算不錯但生態不豐富步道也差強人意,['風景(Na) 不錯(VH) 生態(Na) 豐富(VHC) 步道(Na) 差強人意(VH)'],風景 不錯 生態 豐富 步道 差強人意
2 個月前,4,,,
2 個月前,5,森林步道親民 老少皆宜 瀑布壯觀 景色優美,['森林(Na) 步道(Na) 親民(Na) 老少皆宜(VH) 瀑布(Na) 壯觀(VH) 景色(Na) 優美(VH)'],森林 步道 親民 老少皆宜 瀑布 壯觀 景色 優美
2 個月前,5,"烏來附近的親民步道新北市民憑證優惠票40元停車免費
整個步道相當平順好走盡頭有瀑布風景相當優美.",['烏來(Nc) 附近(Nc) 親民(VH) 步道(Na) 新北(VH) 市民(Na) 憑證(Na) 優惠票(Na) 40(Neu) 停車(VH) 免費(VH) 步道(Na) 平順(VH) 盡頭(Ncd) 瀑布(Na) 風景(Na) 優美(VH)'],烏來 附近 親民 步道 新北 市民 憑證 優惠票 40 停車 免費 步道 平順 盡頭 瀑布 風景 優美
2 個月前,5,輕鬆的爬山步道風景優美空氣清新,['輕鬆(VH) 爬山(VA) 步道(Na) 風景(Na) 優美(VH) 空氣(Na) 清新(VH)'],輕鬆 爬山 步道 風景 優美 空氣 清新
2 個月前,4,很多芬多精規模稍小,['很多(Neqa) 芬多精(Nf) 規模(Na)'],很多 芬多精 規模
2 個月前,5,,,
2 個月前,5,,,
2 個月前,2,以前比較美,['以前(Nd)'],以前
2 個月前,5,,,
2 個月前,4,,,
2 個月前,5,,,
2 個月前,4,,,
2 個月前,3,,,
2 個月前,4,,,
2 個月前,4,步道不長老少咸宜,['步道(Na) 老少咸宜(VH)'],步道 老少咸宜
2 個月前,4,一個能同時享受負離子和芬多精的好地方  山景 壯觀溪流清澈 適合全家大小出遊的好景點,['同時(Nd) 享受(VJ) 負離子(Na) 芬多精(Na) 地方(Na) 山景(Na) 壯觀(VH) 溪流(Na) 清澈(VH) 適合(VH) 大小(Na) 出遊(VA) 景點(Na)'],同時 享受 負離子 芬多精 地方 山景 壯觀 溪流 清澈 適合 大小 出遊 景點
2 個月前,5,,,
2 個月前,5,,,
2 個月前,5,,,
2 個月前,5,"適合散步
入場優待票40元出示新北市民身份證

步道分三區
一區都是平的很好走
可以走去看瀑布
再來就是一區上一區下
繞完一圈大概兩小時
中間蠻多地方有椅子跟廁所可以休息

開車或騎車來 入口處也都有停車場很方便",['適合(VH) 散步(VA) 入場(VA) 優待票(Na) 40(Neu) 出示(VC) 北市民(Na) 身份證(Na) 步道(Na) 走去(VA) 瀑布(Na) 繞完(VC) 小時(Na) 中間(Ncd) 地方(Na) 椅子(Na) 廁所(Nc) 休息(VA) 開車(VA) 騎車(VA) 入口處(Nc) 停車場(Nc) 方便(VH)'],適合 散步 入場 優待票 40 出示 北市民 身份證 步道 走去 瀑布 繞完 小時 中間 地方 椅子 廁所 休息 開車 騎車 入口處 停車場 方便
2 個月前,4,想爬登山步道盡量中午前到,['登山(VA) 步道(Na) 中午(Nd)'],登山 步道 中午
2 個月前,5,景色優美,['景色(Na) 優美(VH)'],景色 優美
2 個月前,5,,,
2 個月前,4,在第一涼亭直走到瀑布區若有體力可往上爬但沒風景可看賞景步道的景到底在那純練一下腳力在樂水橋有人抽煙真是不行啊,['第一(Neu) 涼亭(Na) 走到(VCL) 瀑布區(Nc) 體力(Na) 風景(Na) 賞景(VA) 步道(Na) 一下(Nd) 腳力(Na) 樂水橋(Nc) 抽煙(VA) 不行(VH)'],第一 涼亭 走到 瀑布區 體力 風景 賞景 步道 一下 腳力 樂水橋 抽煙 不行
2 個月前,5,"昨天去烏來內洞國家森林遊樂區
雖然遇到下雨 但近來的地面有人在維修
但吸收了滿滿的芬多精 很多瀑布
精神超好
據說是負離子最高的森林區
加上他們平坦的道路走的很輕鬆自在
是個很適合放鬆身心靈的地方 應該是避暑勝地 沒問題了
連兒子去完晚上都很好睡覺

今日去內湖101花草茶棧喝茶看風景
店內有提供撲克牌象棋可以玩
且老闆老闆娘超親切的
會把客人像朋友般的招呼
只是可惜他們只有營業假日
推推大家去坐坐悠閒一下",['昨天(Nd) 烏來內洞(Nc) 國家(Na) 森林(Na) 遊樂區(Nc) 遇到(VC) 下雨(VA) 地面(Nc) 維修(VC) 吸收(VC) 滿滿(VH) 芬多精(Na) 很多(Neqa) 瀑布(Na) 精神(Na) 超好(VH) 負離子(Na) 森林區(Nc) 平坦(VH) 道路(Na) 輕鬆(VH) 自在(VH) 適合(VH) 放鬆(VHC) 身心靈(Na) 地方(Na) 避暑(VA) 勝地(Na) 問題(Na) 兒子(Na) 去完(VC) 晚上(Nd) 睡覺(VA) 今日(Nd) 內湖(Nc) 花草(Na) 茶棧(Nc) 風景(Na) 提供(VD) 撲克牌(Na) 象棋(Na) 老闆(Na) 老闆娘(Na) 親切(VH) 客人(Na) 朋友(Na) 招呼(VC) 營業(VA) 假日(Nd) 推推(VC) 坐坐(VA) 悠閒(VH) 一下(Neu)'],昨天 烏來內洞 國家 森林 遊樂區 遇到 下雨 地面 維修 吸收 滿滿 芬多精 很多 瀑布 精神 超好 負離子 森林區 平坦 道路 輕鬆 自在 適合 放鬆 身心靈 地方 避暑 勝地 問題 兒子 去完 晚上 睡覺 今日 內湖 花草 茶棧 風景 提供 撲克牌 象棋 老闆 老闆娘 親切 客人 朋友 招呼 營業 假日 推推 坐坐 悠閒 一下
2 個月前,4,,,
2 個月前,5,含氧量很高的地方彷彿來到了仙境走一趟瞬間通體舒暢,['含氧量(Na) 地方(Na) 來到(VCL) 仙境(Nc) 瞬間(Nd) 舒暢(VH)'],含氧量 地方 來到 仙境 瞬間 舒暢
2 個月前,4,號稱是負離子最強的瀑布區其實風景更不錯,['號稱(VG) 負離子(Na) 瀑布區(Nc) 風景(Na) 不錯(VH)'],號稱 負離子 瀑布區 風景 不錯
2 個月前,5,,,
2 個月前,5,風景優美也可以帶狗一起散步心情會很放鬆,['風景(Na) 優美(VH) 散步(VA) 心情(Na) 放鬆(VHC)'],風景 優美 散步 心情 放鬆
2 個月前,5,,,
2 個月前,5,,,
2 個月前,5,,,
2 個月前,4,,,
3 個月前,5,步道平緩可行輪椅距離適中適合長輩出行有停車場風景秀麗療癒假日人多適合平日遊覽可順便造訪烏來景區泡湯,['步道(Na) 平緩(VH) 輪椅(Na) 距離(Na) 適中(VH) 適合(VH) 長輩(Na) 出行(VA) 停車場(Nc) 風景(Na) 秀麗(VH) 療癒(VC) 假日(Nd) 適合(VH) 平日(Nd) 遊覽(VCL) 造訪(VC) 烏來(Nc) 景區(Nc) 泡湯(VH)'],步道 平緩 輪椅 距離 適中 適合 長輩 出行 停車場 風景 秀麗 療癒 假日 適合 平日 遊覽 造訪 烏來 景區 泡湯
3 個月前,5,"很棒的森林公園
門票要80新北市民帶證件可以優惠票40
如果要走觀景步道要注意安全幾乎沒有欄杆全段走完差不多要兩小時步道還會遇到猴子
瀑布也很壯觀非常漂亮的地方",['森林(Na) 公園(Nc) 門票(Na) 80(Neu) 新北(VH) 市民(Na) 證件(Na) 優惠票(Na) 40\n(Neu) 觀景(VC) 步道(Na) 注意(VK) 安全(VH) 沒有(VJ) 欄杆(Na) 走完(VCL) 小時(Na) 步道(Na) 遇到(VC) 猴子(Na) 瀑布(Na) 壯觀(VH) 漂亮(VH) 地方(Na)'],"森林 公園 門票 80 新北 市民 證件 優惠票 40
 觀景 步道 注意 安全 沒有 欄杆 走完 小時 步道 遇到 猴子 瀑布 壯觀 漂亮 地方"
3 個月前,5,停車不收費票價親民步道老少咸宜來回兩公里沒有什麼上坡平緩的路輕鬆走,['停車(VA) 收費(VD) 票價(Na) 親民(VH) 步道(Na) 老少咸宜(VH) 來回(VCL) 公里(Nf) 沒有(VJ) 上坡(Na) 平緩(VH) 輕鬆(VH)'],停車 收費 票價 親民 步道 老少咸宜 來回 公里 沒有 上坡 平緩 輕鬆
3 個月前,5,,,
3 個月前,5,很棒,[''],
3 個月前,5,,,
3 個月前,5,,,
3 個月前,5,"森林好好玩享受大自然饗宴
建議買電子票券平假日一律65元",['森林(Na) 享受(VJ) 大自然(Nc) 饗宴(Na) 建議(VE) 電子(Na) 票券(Na) 平假日(Nd) 65(Neu)'],森林 享受 大自然 饗宴 建議 電子 票券 平假日 65
3 個月前,5,有善的步道要挑戰的地方也易走,['步道(Na) 挑戰(VC) 地方(Na)'],步道 挑戰 地方
3 個月前,5,微解封帶小朋友去親近大自然消耗體力的好地方,['小朋友(Na) 親近(VC) 大自然(Nc) 消耗(VC) 體力(Na) 地方(Na)'],小朋友 親近 大自然 消耗 體力 地方
