name,setTime,star,content
Ranjini Nagaraja,1 個月前,5,
Nixon Yesu,1 個月前,5,孩子們的奇妙體驗
葉靜儒,1 個月前,1,週末剛從傳藝中心的吳福洋回來，非常差的體驗！帶著2.5歲的小孩進到店裡，自己正在挑襪子時，就來了一個女店員，了解小孩喜歡車車之後，就開始隨便挑了5雙襪子給我的小孩看，直接跳過我問小孩要不要，小孩一點頭店員馬上把襪子塞在我手上說，你兒子喜歡這些去結帳吧！完全沒有詢問家長的想法和打算買幾雙，真的完全沒有感到尊重，感覺就是被硬塞5雙襪子，根本沒有給我機會看有哪些圖樣，非常非常非常差的購物體驗，再也不會進去購買！
葉威弘,1 個月前,4,店員很親切的介紹產品👍 …
Wong Sh,1 個月前,5,DIY體驗真有趣
Gigi Chan,1 個月前,5,DIY公仔製作很有趣
廖婉伸,1 個月前,5,襪子DIY讚
翊倫,1 個月前,5,停車方便，帶小朋友來參加很有趣的DIY活動，只可惜門票不能抵用DIY，只能折抵商品，但還是不錯！
Amy Hang,2 個月前,5,
小杰,2 個月前,5,
李瑋芳,2 個月前,5,DIY手搖襪子很好玩！
范小玟,2 個月前,5,
蹦蹦,2 個月前,2,有夠無聊的地方，多一顆星給服務人員講解襪子跟原物料差異還算了解產品
Arthur Chien,2 個月前,4,
jimmyhjw,2 個月前,3,"入園門票可以抵消費
但是其實商品價格也都稍高，所以等於原價買
DIY很有趣 但是展覽內容就很空泛，繞建築物半圈就沒了（3分鐘內結束）
如果沒有要DIY就不用浪費時間跑去了"
Ryan Chang,2 個月前,4,
施誌炘,2 個月前,5,DIY體驗好玩且小孩愛
嚕米媽親子育樂世界,2 個月前,5,DIY還蠻好玩的，很適合親子遊玩的景點
阿麻妮,2 個月前,5,很有趣的親子體驗景點，可以帶孩子來DIY
蔡小名,2 個月前,5,DIY好好玩
吳叮噹,2 個月前,2,"能參觀的地方就ㄧ小區
剩下其他地方都是賣襪子的
襪子種類算很多
但是有點貴
小小孩的六雙也要$890

甜甜圈襪買二送一$500
結帳也沒提醒整盒6入只要$750
回到家才發現真是傷心💔"
黃純鳳中和巴黎店,2 個月前,5,"好玩又好逛
DIY很有趣"
Regina Wang,2 個月前,5,很多種類的襪子
胡玉曄,2 個月前,5,襪子工廠好好玩
陳彥文,2 個月前,5,好玩好穿好玩
詹正成,2 個月前,5,
林錦旭,2 個月前,3,
Mengyi Lin,2 個月前,5,DiY超有趣，作品品質超好
陳雪茹,2 個月前,5,帶孩子認識襪子的製造過程
黃佳安,2 個月前,3,園區很小，無痕襪真的很優，但是價格稍貴
許Helen,2 個月前,5,人員親切，超有趣
Ian Wu,2 個月前,5,人很親切，價格很讚
Stacy Chang,2 個月前,5,DIY好玩有趣
William Lin,2 個月前,5,DIY超酷，小孩在一小時內織了一條圍巾
Chee Ying Ng,2 個月前,5,
Judy Chen,2 個月前,5,好玩 好用好實惠
Sasa Lin,2 個月前,5,"專業的事 找專業的處理
幫你把所有的襪子 都換成這裡的吧"
凱西林,2 個月前,5,DIY不錯玩
林庭億,2 個月前,5,台灣第一家襪子工廠，還有親子DIY活動，感受手搖織襪機的體驗非常棒。很建議親子一起過來。
PH H,2 個月前,5,襪子很多～
蘇郁軒,2 個月前,5,
李昭蓉,2 個月前,5,週年慶買襪子 好穿
Norman Lin,2 個月前,5,一定要買的襪子
Erny Yeh,2 個月前,4,
柯菲娜,2 個月前,5,DiY很好玩、簡易，4、5歲孩子很上手
蜜將,2 個月前,5,這裡還不錯，還可以自己做娃娃
魏子翔,2 個月前,5,
Kathy Chung,2 個月前,5,特賣會，比往年東西少很多
王詩芸,2 個月前,5,環境整潔舒適，適合小朋友
Tasuka Hsu,2 個月前,3,台電冰棒很好吃。
Jenny Wu,2 個月前,5,
楊雅婷,2 個月前,5,DIY 有趣
葉秋梅,2 個月前,5,襪子品質很好
羅振琮,2 個月前,5,支持在地台灣品質優良！
葉懿賢,2 個月前,5,很有趣喔
陳秀慧,2 個月前,5,襪子選擇很多
李靜靜,2 個月前,5,DIY好好玩！
ray huang,2 個月前,5,適合帶小孩diy 的好地方 滿滿的襪子很好逛！
李欣怡,2 個月前,5,襪子好好穿👍 …
李自成,2 個月前,5,還不錯 小孩子很喜歡來這邊~
Dolphin HF,2 個月前,5,襪子好
袁阿邦,2 個月前,5,商品好穿好看 導覽有趣
洪鈺淳,2 個月前,5,"門票100元能全額抵消費，
環境很舒適，
也有很多款式的襪子能購買"
Tina Tina,2 個月前,5,"門票$100/人可以抵扣消費，圍巾DIY很有趣
這裡有各式各樣各種機能的襪子與毛巾，一定可以找到你想要的~"
Austin Tseng,2 個月前,5,襪子很多元，導覽很有趣
Jimmy,2 個月前,5,除臭襪很棒
Eva Wang,2 個月前,5,襪子好多樣
Shenny Hsu,2 個月前,5,有很多樣式的襪子，都很好看，而且圍巾的DIY真的很有趣，超好玩的。
jun wei guo,3 個月前,5,故事館很有趣
CHI YU CHEN,3 個月前,3,
陳秋露,3 個月前,5,圍巾DIY真的很酷，很有趣，成品出來很有成就感＞＜
林岳晟,3 個月前,5,"做圍巾很有趣；
襪子蠻好穿的。"
陳順意,3 個月前,5,襪子好穿
小閔,3 個月前,5,襪子好穿
Valerie Chu,3 個月前,5,很棒的親子體驗博物館❤️
莊曉風,3 個月前,5,品質超讚
蔡志青,3 個月前,5,門票100可折抵消費，DIY是不錯的體驗，值得推薦
馮唯瑜 Winnie,3 個月前,5,門票可抵消費打卡可換桌角套
人事室陳俊廷,3 個月前,5,除臭防菌襪很特別，導覽很完整
Jesse Chen,3 個月前,5,DIY很有趣，小朋友很愛
柯嘉峰,3 個月前,5,"很好逛
店員很貼心
服務很好"
woosung kim,3 個月前,3,"解釋它的工作人員非常友善和友善。
但是，它位於一個太偏遠的工廠附近，所以孩子們和
乘坐公共交通工具並不容易。
它更像是一家大襪子店而不是博物館。
雖然很有趣"
wu qui,3 個月前,5,襪子很好穿 再來補貨了😀 …
Ann Su,3 個月前,5,一個小博物館，但很好的解釋，DIY是必須的！孩子們在製作毛絨動物時玩得很開心！
戴清,3 個月前,5,"1 DIY體驗很有趣，但一定要抓準時間來，不然5分鐘就逛完了，不知道要幹嘛
2 有個女服務員講解的非常盡心盡力，雖然動作較慢但你可以感覺到她的熱誠與溫柔態度，很感謝她讓本次體驗這麼棒
3 據說下午人比較多，但我早上遇到團客，嗯，就更多人"
I Jan Lin,3 個月前,5,服務很好
秀玲林,3 個月前,5,好的
張秀媛,3 個月前,5,"Diy
很好玩"
淑珍曾,3 個月前,5,讚
兒福林惠娟,3 個月前,5,服務很好
宋瀚宇,3 個月前,5,特殊的DIY手搖織襪機體驗，小孩也很喜歡。
顏毓嫻,3 個月前,5,這裡的襪子，好~神奇喔！
王湘怡,3 個月前,5,好
鄭孟嘉法惇,3 個月前,5,襪子款式多，真棒
Monica Mao,3 個月前,5,好地方～
徐玉華,3 個月前,5,襪子種類花樣眾多，棒👍 …
蔡蔡子,3 個月前,5,好逛好買，讚！
Naomi C,3 個月前,5,Diy 襪子真好玩
林庭羽,3 個月前,5,工作人員熱心服務佳
萬美瑙,3 個月前,5,"自製保溫袋，
大人小孩都歡喜
很棒的體驗"
tony,3 個月前,5,裝潢細緻，以博物館的型態展現，解說非常詳細易懂，頗值得参訪。
林義銘,3 個月前,5,停車很方便ㄛ
張簡凱鏸,3 個月前,5,"有趣又好玩
襪子好好買☺️"
weny,3 個月前,5,襪子很可愛！
Curi Chen,3 個月前,5,襪子好好穿😆 …
Yenchiang Chao,3 個月前,5,DIY 體驗做娃娃輕鬆有趣適合小朋友
Jian Yuan Chen,3 個月前,5,環境整齊，襪子好耐穿，穿起來舒服，服務人員態度很好，尤其對待老人相當有耐心，真心推薦，大家可來逛逛，款式眾多大人小朋友襪子，花色也多，值得推薦。
k e l land chou,3 個月前,5,服務態度好，產品佳！
sabrina leung,3 個月前,5,服務員態度超好 襪子好舒服
王小雅,3 個月前,5,小孩很喜歡
Rita Chung,3 個月前,5,一份錢一分貨！
趙士賢,3 個月前,5,服務親切，DIY特別。
Lin Lin Tsao,3 個月前,3,
Velonica Tao,3 個月前,3,"覺得館內員工很不專業，而且也很容易不耐煩。想問襪子的尺寸跟長度都不能好好講話，一直以「就是這樣啊」「這就是你要的長度阿」的口吻感恩不耐煩的語氣回答。

說了腳的大小，店員隨口說了相應的尺寸
結果買回來後襪子根本就太小！！！！！
氣死…"
Natalia Canales,3 個月前,5,"非常適合家庭
各種襪子都有"
周思儀,3 個月前,5,襪子好好穿
謝石旺,3 個月前,5,襪子好好穿
彭若齡,3 個月前,5,回購買襪子讚
黃姿瑜,3 個月前,5,防臭襪實驗很特別
吳明昌,3 個月前,5,服務人員態度和善
蔡珍玲,3 個月前,5,襪子好好穿
Sean 徐 (Sean),3 個月前,5,棒棒 麻雀雖小五臟俱全
WQN,3 個月前,5,襪子好好穿
Lee,3 個月前,5,襪子選擇很多👍🏻銷售人員也很專業喔 …
王翔,3 個月前,5,很舒服的地方，襪子種類很多。
張為翔,3 個月前,5,襪子好好穿
Tzu-chia Wu,3 個月前,5,襪子好好穿
盤書晏,3 個月前,5,DIY課程好好玩
陳姍珊,3 個月前,5,襪子好好穿 東西好可愛
吳苔禎,3 個月前,5,襪子好好穿
張愛玲,3 個月前,5,
品（Enn）,3 個月前,5,服務人員親切
顏語婕,3 個月前,5,服務人員親切 產品優
陳麗蘭,3 個月前,5,服務人員有善
台北吃漢（誠實秘密客）,3 個月前,5,門票可以折抵消費，很划算！商場裡面畫質的種類非常多，品質看起來也不錯，配合折抵消費真的蠻划算的！又可以DIY製作杯套，帶小朋友去很好玩！雖然園區不大，大概可以半日遊，其中的一個行程！也蠻適合親子遊！
Becky Lin,3 個月前,5,DIY好玩～
Nick Ho,3 個月前,5,DIY編織體驗很適合親子互動！讚！
Chun,3 個月前,5,用心經營的觀光工廠
sir,3 個月前,5,DIY好玩，小朋友很喜歡
林晁緯simpson,3 個月前,5,非常可愛舒適的地方，還可以做Diy，小孩很適合的地方，還有很多 不錯的襪子商品可以選擇喔，值得再來。
郭品函Cookie,3 個月前,5,可以讓小孩了解襪子製造的過程還有歷史，蠻有教育意義的地方！
李宗隆,3 個月前,5,襪子超棒！
佳佳,3 個月前,5,好多好美好穿的襪子
vanessa shen,3 個月前,5,襪子花樣多，講解清楚，門票抵消費，不錯
陳韋帆,3 個月前,5,襪子可愛
許良,3 個月前,5,DIY很有趣
簡豪志,3 個月前,5,DIY體驗很棒
Peng wei Huang,3 個月前,5,襪子很可愛很有特色
薯條,3 個月前,5,
林師傅,3 個月前,5,環境好，很多襪子可以選擇
Lee “Boyzcoolman” Chin Yee,3 個月前,5,很棒體驗很讚環境也很有趣
一八九,3 個月前,5,DIY很有趣
溫家甄,3 個月前,5,小朋友來體驗，很開心很值得唷
Tao liang Chen,3 個月前,5,
金淑倩,3 個月前,4,
I Chang,3 個月前,5,DIY用襪子做布偶很有趣！工作人員樂於助人且友好。推薦下午來一趟！
陳淑芬,3 個月前,5,"DIY種類很多
襪子很多又好穿"
Anny Tien,3 個月前,5,襪子好穿
琪琪,3 個月前,5,襪子很好
李玟如,3 個月前,5,襪子超多趕快來買
柯棠菁,3 個月前,5,襪子種類很多，還有除臭襪
Kinki Lo,3 個月前,5,動手做水壺套，小小孩也可以輕鬆操作，現場也有機器製作襪子，是一個小小體驗活動館。
joyce liao,3 個月前,5,有意思
Chien Wei Lee,3 個月前,5,可以學習襪子製作、以及DIY的觀光工廠，很適合幼兒園以上的小朋友喔！
吳孟樺,3 個月前,5,
miss yip,4 個月前,5,DIY好玩
葉慧貞,4 個月前,5,襪子DIY好有趣
Charles Yeh,4 個月前,5,超多襪子選擇的還有襪子DIY
Lydia,4 個月前,5,真的有製造襪子的工廠，賣場解說親切，門票可以抵消費！
張景竣,4 個月前,5,帶小朋友來參觀
李啟維,4 個月前,5,很適合小朋友的DIY體驗活動。
袁崇耀Edward 大紫班,4 個月前,5,小巧玲瓏做手工玩偶有趣又好玩
黃乙軫,4 個月前,5,自己做娃娃，小小孩也可以自己手作喔，溜小孩的好地方
Chialun Lee,4 個月前,5,襪子很好穿，大家快快來
陳佳琪,4 個月前,5,品質讚！
李宣穎,4 個月前,5,襪子種類很多，好穿
Prayer Time,4 個月前,5,孩子們喜歡DIY
Chung,4 個月前,5,襪子好穿，品質很好。
郭語妮,4 個月前,5,我喜歡甜甜圈襪❤️❤️❤️
Fong-jheng Lin,4 個月前,4,台灣第一家襪子工廠，有實際生產運作的機台，導覽親切，商品不算便宜，要買多才有折扣，門票100可抵消費
劉上兵,4 個月前,5,襪子好看又好穿
Tamir T,4 個月前,5,周圍最好的博物館！非常有用，值得停下來！
dror rosentraub,4 個月前,5,很棒的襪子！他們也有咖啡襪
秀仙張,4 個月前,5,很棒
楊琬惠,4 個月前,5,很多好穿的
Sau Ching Ng,4 個月前,5,襪子很好
yuyi hu,4 個月前,5,很棒的體驗
陳愛愛,4 個月前,5,好穿的
Ruth Wu,4 個月前,5,讚，襪子很多好穿
范安蘭,4 個月前,5,襪子好穿
范黛明,4 個月前,5,襪子很棒
郭襄,4 個月前,5,趁兒童節活動前往，4/22體驗，Diy姊姊講解清楚非常親切 ，操作易上手，覺得療癒
徐守正,4 個月前,5,襪子種類很多
Ilana Plopsky,4 個月前,5,
廖櫻花,4 個月前,5,襪子很好穿
po chi Chan,4 個月前,5,解釋很清楚 很有耐性 有介紹適合的貨品給我
Eunice Yu,4 個月前,4,
徐清文,4 個月前,5,襪子很好穿，服務親切
WenHsin Chao,4 個月前,5,襪子很可愛！
約慕妮,4 個月前,5,好買好逛
Bluce Liao,4 個月前,5,diy超好玩
陳浩浩,4 個月前,5,襪子好看，種類很多
Mei Mei (姥姥),4 個月前,5,超級推薦，Diy仔細又好玩，服務人員超級有耐心，
Mengshan Lee,4 個月前,5,"好用心的博物館
值得的好地方👍 …"
許傑旻,4 個月前,5,有詳細的襪子介紹，各式高品質的襪子，款式多很划算，值得再來
Sharon Tsai,4 個月前,5,有趣的襪子歷史與製作學習～
杰Jay,4 個月前,5,除臭襪真的很讚👍 …
bear wu,4 個月前,5,襪子種類繁多，好穿
hsiao-jou tsai,4 個月前,5,常穿他們家的襪子，選擇多樣，非常好穿哦~~
Frank Chen,4 個月前,5,襪子超好買，品質非常好
Ann Lee,4 個月前,5,相當舒適好穿喔！
yuyu,4 個月前,5,襪子很好穿，而且比外面的可以穿更久
Benny Wu,4 個月前,5,堅持根留台灣的本土產業👍
Oscar Imbault,4 個月前,5,非常有趣的博物館，DIY 真的很酷，這位女士花時間用英語向我解釋說明。非常感謝
林家陞（Jason）,4 個月前,1,差評
Rung,4 個月前,5,門票可全額折抵
楊宇盛,4 個月前,5,"服務人員用心介紹
體驗很棒"
tin,4 個月前,5,商品不錯，品質好
邱春蘭,4 個月前,4,襪子的價位比較高，但品質應該不錯，大家有經過可以進去參觀
Leo Lin,4 個月前,5,
嗶波,4 個月前,2,門票抵消費拿的蛋捲非常少呢
彭文怡,4 個月前,5,可以學習襪子知識，DIY好有趣
Anya Huang,4 個月前,5,襪子舒適好穿，選擇多
丁佩欣,4 個月前,5,襪子真的很好看好摸
Hueiyu Tsai,4 個月前,5,"好玩。
好有趣"
Jackson Chin,4 個月前,5,挑襪子好地方
趙樟香,4 個月前,5,新奇體驗
林杰儒,4 個月前,5,襪子很好買🤭 …
郭美雪,4 個月前,5,DIY好好玩
Huang Danny,4 個月前,5,Diy好好玩
wenkuei cheng,4 個月前,5,DIY讚
施佳吟,4 個月前,5,
黃美嬌,4 個月前,5,DIY好好玩
黃思婷,4 個月前,5,DIY體驗好好玩～
Mindleak,4 個月前,3,"被“故事館”三個字吸引過來買了三雙襪子

會購買襪子的前100大主要原因：
開了那麼久的車，都來了x100
That's it！

消費者行為學遺漏的第一章：因為不甘心"
張佩佩,4 個月前,5,一生指定只穿這間襪子🧦 …
judy chen,4 個月前,4,Diy體驗課程有趣
張瀞文,4 個月前,4,"他們襪子很多都一雙
200起跳的"
林瑞珠,4 個月前,5,襪子很好穿！
chen yi chung,4 個月前,3,環境乾凈，不過主要場地都是賣產品的環境
張惠雯,4 個月前,5,襪子好可愛，可以帶小朋友來玩
Kim Kim,4 個月前,5,人員親切
盛培怡,4 個月前,5,DIY很好玩，服務人員很親切
王瞇,4 個月前,5,去年四月在這裡買了不會臭的襪子，穿了整個夏天，真的不會臭也不悶熱，只是後來彈性疲乏汰換，因為不是本地人所以在其他地方買了也是號稱不會臭的襪子，還只要70，結果，不會臭是不會臭，可是超悶熱，讓我好想念這裡的襪子，雖然小貴但是很值得
珠采妙論的阿爸,4 個月前,5,工作人員導覽專業親切，DIY課程仔細
鄭佳樺,4 個月前,5,
吳詩萍,4 個月前,5,很深刻的印象，解說員很清楚的表達，值得推薦購買參觀
呂alexlu@nanshanlife.com.tw,4 個月前,5,聽完了故事增加對襪子深刻的印象，真心推薦可以來參觀購買
韻婷徐,4 個月前,5,館內動線舒服，襪子很好穿，除臭有效，回購好幾次👍 …
劉世堯,4 個月前,5,講解清楚，員工親切
鄧茂茂,4 個月前,5,"門票$100有導覽
有連穿7天腳不臭的襪子🧦"
吳婕緹,4 個月前,5,導覽解說非常精彩～環境也相當舒服
Eason Pan,4 個月前,5,襪子價格實惠，diy體驗有趣
Waijee Huang,4 個月前,4,DIY課程很有趣，工作人員講解很清楚，隨時會注意大家的進度，不用太擔心做失敗，至少有現金、街口、line pay等付款方式，整體可停留時間月1.5小時（DIY月1小時）。
涂小媛,4 個月前,5,很有充實感的一個好地方
ka mi,4 個月前,5,知道如何洗滌保養襪子
李旭耕,4 個月前,5,活動說明生動有趣，襪子造型也相當可愛，功能性很棒，適合親子同遊
林凡寧,4 個月前,5,小孩喜歡DIY
廖郁雯,4 個月前,5,體驗好好玩
小哉天,4 個月前,5,無臭襪真的無臭喔
陳育聖,4 個月前,5,DIY 課程中能了解襪子的製程，很適合孩子參與
陳育聖,4 個月前,5,DIY 活動很有趣，老師很親切
郭熙妙,4 個月前,5,服務好DIY很特別的經驗
hg kuo,4 個月前,5,很棒的的手作體驗
Wang Dennis,4 個月前,5,"地方不大,不過讓小朋友做個小提袋還蠻有趣的,襪子品質很不錯"
Chun-Ting Kuo,4 個月前,5,台灣製造，品質第一
周采莃Civia,4 個月前,4,"裡面空間其實不大（寸土寸金ㄏㄏ）
門票100元感覺沒有很值得 裡面就是賣襪子的地方 真正在講襪子工廠的真的不多
整體來說滿不錯的  建議停留個30~40分鐘就可以了(⁠ ⁠╹⁠▽⁠╹⁠ ⁠)"
蔡宜龍,4 個月前,5,很多襪子講解清楚有趣
小如,4 個月前,5,體驗手作很有趣
Emma Chang,4 個月前,5,很好玩的地點，又很乾淨，小朋友DIY 都有拿到作品，很開心！
傅鐘賢,4 個月前,5,"場地乾淨，沒有毛絮！
還有很涼～～～～的冷氣！小朋友來玩DIY 還可以帶作品回家，讚！"
miranda chang,4 個月前,5,兒童節小孩免費
Apple,4 個月前,5,DIY活動很有趣
鄭宵,4 個月前,5,
吳俊緯,4 個月前,5,來體驗diy課程!
Yu Chen Lee,4 個月前,5,可以DIY做可愛娃娃！
Wen-Yang Chien,4 個月前,5,有歷史的襪子館，選擇很多
佳玲,4 個月前,5,種類很多，課程多樣化
陳榮國,4 個月前,5,吳福洋襪子多變化，服務親切～
晏,4 個月前,5,很棒～
張雅婷,4 個月前,5,襪子種類豐富，門票可折抵商品，假日逛逛的好選擇
