setTime,star,content,ckip_result,seg_result
1 個月前,5,可愛廁所乾淨往上步道高看風景短暫休憩很棒 ,['可愛(VH) 廁所(Nc) 乾淨(VH) 步道(Na) 高看(VC) 風景(Na) 短暫(VH) 休憩(VA)'],可愛 廁所 乾淨 步道 高看 風景 短暫 休憩
1 個月前,5,有吃有喝還有歌聽,[''],
1 個月前,5,小小的適合拍照的中繼站,['小小(VH) 適合(VH) 拍照(VB) 中繼站(Nc)'],小小 適合 拍照 中繼站
1 個月前,4,"幼兒園改建而成的難怪這麼有童趣很好拍讓人能享受悠閒時光的遊客中心
有免費停車場廁所乾淨有很多座位座位區還有傘可以遮太陽搖椅也很舒服讓人昏昏欲睡 
遊客中心內有簡介摺頁可以拿還有兒童遊戲區雖然玩具不多但小孩玩得很開心上面的電視播放著西拉雅的故事整個西拉雅風景區也隨處可見這兩位男女主角的卡通立像卡通中把原住民跟日本人戰鬥的部分拉掉了小孩應該是看不出來大人就完全可以想像之後的血腥歷史啊 ",['幼兒園(Nc) 改建(VC) 童趣(Na) 享受(VJ) 悠閒(VH) 時光(Na) 遊客(Na) 中心(Nc) 免費(VH) 停車場(Nc) 廁所(Nc) 乾淨(VH) 很多(Neqa) 座位(Na) 座位區(Na) 太陽(Na) 搖椅(Na) 舒服(VH) 昏昏欲睡(VH) 遊客(Na) 中心(Nc) 簡介(Na) 摺頁(Na) 兒童(Na) 遊戲(Na) 玩具(Na) 小孩(Na) 開心(VH) 上面(Ncd) 電視(Na) 播放(VC) 故事(Na) 風景區(Nc) 男女(Na) 主角(Na) 卡通(Na) 卡通(Na) 原住民(Na) 日本人(Na) 戰鬥(VA) 部分(Neqa) 拉掉(VC) 小孩(Na) 出來(VE) 大人(Na) 想像(VK) 之後(Ng) 血腥(VH) 歷史(Na)'],幼兒園 改建 童趣 享受 悠閒 時光 遊客 中心 免費 停車場 廁所 乾淨 很多 座位 座位區 太陽 搖椅 舒服 昏昏欲睡 遊客 中心 簡介 摺頁 兒童 遊戲 玩具 小孩 開心 上面 電視 播放 故事 風景區 男女 主角 卡通 卡通 原住民 日本人 戰鬥 部分 拉掉 小孩 出來 大人 想像 之後 血腥 歷史
1 個月前,4,入山前休憩點公廁乾淨清爽very good,['休憩點(VA) 公廁(Nc) 乾淨(VH) 清爽(VH)'],休憩點 公廁 乾淨 清爽
1 個月前,4,不大的景點卻超好拍照的小孩戶外拍照完室內還可以玩玩具光拍照留念就耗半天了後面還有大停車場不一定要停前面喔廁所超乾淨的真的很不錯的景點,['景點(Na) 拍照(VB) 小孩(Na) 戶外(Nc) 拍照完(VB) 玩具(Na) 拍照(VB) 留念(VI) 後面(Ncd) 停車場(Nc) 前面(Ncd) 廁所(Nc) 乾淨(VH) 不錯(VH) 景點(Na)'],景點 拍照 小孩 戶外 拍照完 玩具 拍照 留念 後面 停車場 前面 廁所 乾淨 不錯 景點
1 個月前,3,,,
1 個月前,5,,,
1 個月前,5,"西拉雅中埔遊客中心 屬西拉雅國家風景區位置就位於台3線139縣道的交叉口算是來嘉義中埔旅遊大埔風景區中途很棒的休息站
嘉義中埔遊客中心建築很有特色
置身其中彷彿來到故事書中的童話城堡童趣感十足
入口廣場有可愛的小火車造景站在一旁的就是西拉雅大冒險繪本中的主角達卡浪勇士和莎韻公主正等候大家的來臨
城堡外廣場毛毛蟲獨角仙蝴蝶地景造物都保留了可坐的空間和位置讓赤子之心的旅人可以坐著靠著充滿童趣的景物留影休憩萌萌的心情由然而生
進入城堡庭園雖談不上大卻延伸外廣場的景物繼續讓旅人悠遊童話意境
城堡七彩玻璃的長廊陽光灑落下來的光景映在地面上下連結的繽紛畫面配著拱形廊柱好美
遊客中心服務台有專人服務室內也有休憩座椅
廁所維護的很乾淨圖示好可愛
有停車場
有小山坡步道
四季節令果樹花草或枯萎或繁茂植物生態各有美感",['中埔(Nc) 遊客(Na) 中心(Nc) 國家(Na) 風景區(Nc) 位置(Na) 位於(VCL) 台3線(Nc) 139(Neu) 縣道(Nc) 交叉口(Nc) 算是(VG) 嘉義(Nc) 中埔(Nc) 旅遊(VA) 大埔(Nc) 風景區(Nc) 中途(Nc) 休息站(Nc) 嘉義(Nc) 中埔(Nc) 遊客(Na) 中心(Nc) 建築(Na) 特色(Na) 置身(VCL) 來到(VCL) 故事(Na) 童話(Na) 城堡(Na) 童趣感(Na) 十足(VH) 入口(Nc) 廣場(Nc) 可愛(VH) 火車(Na) 造景(Na) 冒險(VA) 繪本(Na) 主角(Na) 勇士(Na) 公主(Na) 等候(VK) 來臨(VA) 城堡(Na) 廣場(Nc) 毛毛蟲(Na) 獨角仙(Na) 蝴蝶(Na) 地景(Na) 造物(Na) 保留(VC) 空間(Na) 位置(Na) 赤子之心(Na) 旅人(Na) 充滿(VJ) 童趣(Na) 景物(Na) 留影(Na) 休憩(Nc) 萌萌(VH) 心情(Na) 進入(VCL) 城堡(Na) 庭園(Na) 談不上(VE) 延伸(VH) 廣場(Nc) 景物(Na) 繼續(VF) 旅人(Na) 悠遊(VH) 童話(Na) 意境(Na) 城堡(Na) 七彩(Na) 玻璃(Na) 長廊(Nc) 陽光(Na) 灑落(VC) 景映(Na) 地面(Nc) 上下(Ncd) 連結(VC) 繽紛(VH) 畫面(Na) 配著(VC) 拱形(Na) 廊柱(Na) 遊客(Na) 中心(Nc) 服務台(Nc) 專人(Na) 服務室(Nc) 休憩(VA) 座椅(Na) 廁所(Nc) 維護(VC) 乾淨(VH) 圖示(Na) 可愛(VH) 停車場(Nc) 山坡(Na) 步道(Na) 季節(Na) 果樹(Na) 花草(Na) 枯萎(VH) 繁茂(VH) 植物(Na) 生態(Na) 美感(Na)'],中埔 遊客 中心 國家 風景區 位置 位於 台3線 139 縣道 交叉口 算是 嘉義 中埔 旅遊 大埔 風景區 中途 休息站 嘉義 中埔 遊客 中心 建築 特色 置身 來到 故事 童話 城堡 童趣感 十足 入口 廣場 可愛 火車 造景 冒險 繪本 主角 勇士 公主 等候 來臨 城堡 廣場 毛毛蟲 獨角仙 蝴蝶 地景 造物 保留 空間 位置 赤子之心 旅人 充滿 童趣 景物 留影 休憩 萌萌 心情 進入 城堡 庭園 談不上 延伸 廣場 景物 繼續 旅人 悠遊 童話 意境 城堡 七彩 玻璃 長廊 陽光 灑落 景映 地面 上下 連結 繽紛 畫面 配著 拱形 廊柱 遊客 中心 服務台 專人 服務室 休憩 座椅 廁所 維護 乾淨 圖示 可愛 停車場 山坡 步道 季節 果樹 花草 枯萎 繁茂 植物 生態 美感
1 個月前,5,,,
2 個月前,3,"一個往中埔旅遊的休憩點
乾淨寧靜",['中埔(Nc) 旅遊(VA) 休憩點(Nc) 乾淨(VH) 寧靜(VH)'],中埔 旅遊 休憩點 乾淨 寧靜
2 個月前,4,旅游諮詢的好地方服務人員熱心講解,['旅游(VA) 諮詢(VE) 地方(Na) 服務(VC) 人員(Na) 熱心(VJ) 講解(VE)'],旅游 諮詢 地方 服務 人員 熱心 講解
2 個月前,5,導遊的大姐說很熱心附近有很多好玩的景點,['導遊(Na) 大姐(Na) 熱心(VJ) 附近(Nc) 很多(Neqa) 好玩(VH) 景點(Na)'],導遊 大姐 熱心 附近 很多 好玩 景點
2 個月前,5,我忘記來這裡幹嘛了,['忘記(VK) 這裡(Ncd) 幹嘛(VA)'],忘記 這裡 幹嘛
2 個月前,5,中途休息站男廁所很乾凈,['中途(Nc) 休息站(Nc) 男廁所(Na) 乾凈(VH)'],中途 休息站 男廁所 乾凈
2 個月前,4,,,
2 個月前,5,輕鬆舒服的地方,['輕鬆(VH) 舒服(VH) 地方(Na)'],輕鬆 舒服 地方
2 個月前,5,有特色的休憩景點,['特色(Na) 休憩(Nv) 景點(Na)'],特色 休憩 景點
2 個月前,3,,,
2 個月前,5,"新的遊客中心

感覺像是幼稚園的風格",['遊客(Na) 中心(Nc) 感覺(VK) 幼稚園(Nc) 風格(Na)'],遊客 中心 感覺 幼稚園 風格
3 個月前,5,裝置藝術都保持的很好是拍照的好地方服務人員不知是導覽還是員工都會熱心主動問要不要拍照,['裝置(Na) 藝術(Na) 保持(VJ) 拍照(VB) 地方(Na) 服務(VC) 人員(Na) 導覽(VC) 員工(Na) 熱心(VJ) 主動(VH) 拍照(VB)'],裝置 藝術 保持 拍照 地方 服務 人員 導覽 員工 熱心 主動 拍照
3 個月前,3,,,
3 個月前,5,,,
3 個月前,5,"適合作為旅遊中繼站的遊客中心
入口處有圓山步道的入口出口在建築物後方廁所旁 全程慢行15分鐘可走完
走一趟不累登高望遠旁有各式花草樹木舒服輕鬆
建物本身為中埔幼兒園改建是少見的城堡風格
園內設有許多拍照用的公共藝術設施相當好拍
建築物內除了附近景區的介紹外還有幼兒遊戲區十分特別
於20230122到訪兩位服務人員親切介紹還幫忙拍照熱情與熱忱令人印象深刻",['適合(VH) 作為(VG) 旅遊(VA) 中繼站(Nc) 遊客(Na) 中心(Nc) 入口處(Nc) 圓山(Nc) 步道(Na) 入口(Nc) 出口(Nc) 建築物(Na) 後方(Ncd) 廁所(Nc) 慢行(VA) 15(Neu) 分鐘(Nf) 走完(VA) 累登(VHC) 高望(Na) 遠旁(Nc) 花草(Na) 樹木(Na) 舒服(VH) 輕鬆(VH) 建物(Na) 中埔(Nc) 幼兒園(Nc) 改建(VC) 少見(VH) 城堡(Nc) 風格(Na) 設有(VJ) 許多(Neqa) 拍照用(VB) 藝術(Na) 設施(Na) 建築物(Na) 附近(Nc) 景區(Nc) 介紹(Na) 幼兒(Na) 遊戲區(Na) 特別(VH) 20230122(Neu) 到訪(VC) 服務(VC) 人員(Na) 親切(VH) 介紹(Na) 幫忙(VC) 拍照(VB) 熱情(Na) 熱忱(Na) 印象(Na) 深刻(VH)'],適合 作為 旅遊 中繼站 遊客 中心 入口處 圓山 步道 入口 出口 建築物 後方 廁所 慢行 15 分鐘 走完 累登 高望 遠旁 花草 樹木 舒服 輕鬆 建物 中埔 幼兒園 改建 少見 城堡 風格 設有 許多 拍照用 藝術 設施 建築物 附近 景區 介紹 幼兒 遊戲區 特別 20230122 到訪 服務 人員 親切 介紹 幫忙 拍照 熱情 熱忱 印象 深刻
3 個月前,5,,,
3 個月前,4,小朋友很喜歡這裡,['小朋友(Na) 喜歡(VK) 這裡(Ncd)'],小朋友 喜歡 這裡
3 個月前,5,很棒,[''],
3 個月前,3,,,
3 個月前,5,,,
3 個月前,5,"遊客中心非常多可愛的拍照造景適合孩子
有一個小小的健康步道山頂上的涼亭使人放鬆路途上有一個參天大樹
元旦的這天很幸運剛好遇上兩位大師揮毫與剪藝大師
賜字真的非常非常幸運
中心人員服務滿分志工和善
廁所整理乾淨無味大推來此休息",['遊客(Na) 中心(Nc) 可愛(VH) 拍照(VB) 造景(Na) 適合(VH) 孩子(Na) 小小(VH) 健康(VH) 步道(Na) 山頂(Nc) 涼亭(Na) 放鬆(VHC) 路途(Na) 參天大樹(VH) 元旦(Nd) 幸運(VH) 剛好(VH) 遇上(VC) 大師(Na) 揮毫(VA) 剪藝(Na) 大師(Na) 幸運(VH) 中心(Nc) 人員(Na) 服務(VC) 滿分(Neqa) 志工(Na) 廁所(Nc) 整理(VC) 乾淨(VH) 無味(VH) 大推(VC) 休息(VA)'],遊客 中心 可愛 拍照 造景 適合 孩子 小小 健康 步道 山頂 涼亭 放鬆 路途 參天大樹 元旦 幸運 剛好 遇上 大師 揮毫 剪藝 大師 幸運 中心 人員 服務 滿分 志工 廁所 整理 乾淨 無味 大推 休息
3 個月前,5,,,
3 個月前,5,正好遇上贈送剪字與書法春聯活動現場的老師都好厲害啊,['遇上(VC) 贈送(VD) 剪字(VA) 書法(Na) 春聯(Na) 活動(Na) 現場(Nc) 老師(Na) 厲害(VH)'],遇上 贈送 剪字 書法 春聯 活動 現場 老師 厲害
3 個月前,4,,,
4 個月前,4,,,
4 個月前,4,服務人員很熱心,['服務(Nv) 人員(Na) 熱心(VJ)'],服務 人員 熱心
4 個月前,4,超好拍的景點小朋友很喜歡室內有個兒童遊戲空間可以讓家長諮詢導覽時小朋友略為休息,['景點(Na) 小朋友(Na) 喜歡(VK) 兒童(Na) 遊戲(Na) 空間(Na) 家長(Na) 諮詢(VE) 導覽(VC) 小朋友(Na) 休息(VA)'],景點 小朋友 喜歡 兒童 遊戲 空間 家長 諮詢 導覽 小朋友 休息
4 個月前,5,,,
4 個月前,4,"旅途中休息好地方可到後山步道走走停車水廁方便
附近有阿婆灣觀景台中埔百年古道隧道可以順遊",['旅途(Na) 休息(VA) 地方(Na) 後山(Nc) 步道(Na) 走走(VA) 停車(VH) 水廁(Nc) 方便(VH) 附近(Nc) 阿婆灣(Nc) 觀景(VC) 台中埔(Nc) 古道(Na) 隧道(Na)'],旅途 休息 地方 後山 步道 走走 停車 水廁 方便 附近 阿婆灣 觀景 台中埔 古道 隧道
4 個月前,4,,,
4 個月前,5,,,
4 個月前,5,環境優美志工解説詳細,['環境(Na) 優美(VH) 志工(Na) 解説(VC) 詳細(VH)'],環境 優美 志工 解説 詳細
4 個月前,5,很用心維護的設施尤其廁所真的很乾淨中心也提供很多景點資訊,['用心(VH) 維護(VC) 設施(Na) 廁所(Nc) 乾淨(VH) 中心(Nc) 提供(VD) 很多(Neqa) 景點(Na) 資訊(Na)'],用心 維護 設施 廁所 乾淨 中心 提供 很多 景點 資訊
4 個月前,5,,,
4 個月前,5,,,
4 個月前,4,廁所清洗乾淨很有特色,['廁所(Nc) 清洗(VC) 乾淨(VH) 特色(Na)'],廁所 清洗 乾淨 特色
4 個月前,5,好拍,[''],
4 個月前,5,,,
4 個月前,3,,,
4 個月前,5,,,
4 個月前,2,一點點喜愛 ,['一點點(Neqa) 喜愛(VL)'],一點點 喜愛
5 個月前,4,,,
5 個月前,5,環境很乾淨有停車空間廁所也很乾淨適合短暫停留補水休息,['環境(Na) 乾淨(VH) 停車(Nv) 空間(Na) 廁所(Nc) 乾淨(VH) 適合(VH) 短暫(VH) 停留(VA) 補水(VA) 休息(VA)'],環境 乾淨 停車 空間 廁所 乾淨 適合 短暫 停留 補水 休息
5 個月前,5,建築物本身設計得很可愛廁所也很乾淨後面有個小型的步道大約1520分鐘走完但整理得很乾淨也很舒服中心服務人員也很親切介紹並提供旅遊地圖,['建築物(Na) 設計(Na) 可愛(VH) 廁所(Nc) 乾淨(VH) 後面(Ncd) 小型(Na) 步道(Na) 1520(Neu) 分鐘(Nf) 走完(VCL) 整理(VC) 乾淨(VH) 舒服(VH) 中心(Nc) 服務(VC) 人員(Na) 親切(VH) 介紹(VE) 提供(VD) 旅遊(VA) 地圖(Na)'],建築物 設計 可愛 廁所 乾淨 後面 小型 步道 1520 分鐘 走完 整理 乾淨 舒服 中心 服務 人員 親切 介紹 提供 旅遊 地圖
5 個月前,4,遊客中心,['遊客(Na) 中心(Nc)'],遊客 中心
6 個月前,5,充滿童趣環境乾淨,['充滿(VJ) 童趣(Na) 環境(Na) 乾淨(VH)'],充滿 童趣 環境 乾淨
6 個月前,4,適合短時間拍照的地點,['適合(VH) 時間(Na) 拍照(VB) 地點(Na)'],適合 時間 拍照 地點
6 個月前,5,適合親子同樂,['適合(VH) 親子(Na)'],適合 親子
6 個月前,5,"親切 方便
可愛的 達卡浪 莎韻",['親切(VH) 方便(VH) 可愛(VH)  達卡浪(Na)'],親切 方便 可愛  達卡浪
6 個月前,4,遊客中心簡主任很熱心有步道且在樹蔭下令人心曠神怡,['遊客(Na) 中心(Nc) 主任(Na) 熱心(VJ) 步道(Na) 樹蔭(Na) 心曠神怡(VH)'],遊客 中心 主任 熱心 步道 樹蔭 心曠神怡
6 個月前,4,廁所超乾淨感受整體用心維護旅遊休憩拍照的好地方 ,['廁所(Nc) 乾淨(VH) 感受(VK) 整體(Na) 用心(VH) 維護(VC) 旅遊(VA) 休憩(VA) 拍照(VB) 地方(Na)'],廁所 乾淨 感受 整體 用心 維護 旅遊 休憩 拍照 地方
6 個月前,4,環境保護的很好,['環境(Na) 保護(VC)'],環境 保護
6 個月前,5,週遭維護整潔乾淨 超棒旅遊中据點,['週遭(Nc) 維護(VC) 整潔(VH) 乾淨(VH) 旅遊(VA) 中据點(Ng)'],週遭 維護 整潔 乾淨 旅遊 中据點
6 個月前,5,可以跟很多可愛的娃娃一起拍照,['很多(Neqa) 可愛(VH) 娃娃(Na) 拍照(VB)'],很多 可愛 娃娃 拍照
7 個月前,4,先了解觀光地形及景點在去玩記得先加油在往內騎,['了解(VK) 觀光(Nv) 地形(Na) 景點(Na) 加油(VB)'],了解 觀光 地形 景點 加油
7 個月前,4,,,
7 個月前,5,是一個讓遊客好休息放鬆的中繼站,['遊客(Na) 休息(VA) 放鬆(VHC) 中繼站(Nc)'],遊客 休息 放鬆 中繼站
7 個月前,4,,,
7 個月前,2,感覺只剩上廁所的功能了 ,['感覺(VK) 剩上(VJ) 廁所(Nc) 功能(Na)'],感覺 剩上 廁所 功能
8 個月前,2,裡面沒東西,['裡面(Ncd) 東西(Na)'],裡面 東西
8 個月前,5,路過山中城堡... 這棟建築太吸睛 所以停下車來走走 非常感謝 志工老師謝景超 很熱心的跟我分享 西拉雅的故事 收穫滿滿 再到步道走走 吸收芬多精 太令我驚豔的景點了 到中埔就來休憩唷讚,['路過(VCL) 城堡(Na) 建築(Na) 吸睛(VH) 停下車(VC) 走走(VA) 感謝(VK) 志工(Na) 老師(Na) 熱心(VJ) 分享(VJ) 故事(Na) 收穫(Na) 滿滿(VH) 步道(Na) 走走(VA) 吸收(VC) 芬多精(Na) 驚豔(VH) 景點(Na) 中埔(Nc) 休憩(VA)'],路過 城堡 建築 吸睛 停下車 走走 感謝 志工 老師 熱心 分享 故事 收穫 滿滿 步道 走走 吸收 芬多精 驚豔 景點 中埔 休憩
8 個月前,5,,,
8 個月前,4,不錯的休息場地,['不錯(VH) 休息(Nv) 場地(Na)'],不錯 休息 場地
8 個月前,5,是一個推廣自然生態的園區場區面積大約將近250公頃生態豐富春櫻夏雪秋楓冬梅甲蟲季螢火蟲季更有看頭此外還有森林浴步道泡茶區溫泉體能訓練場夜間導覽 ... 等等喜歡大自然的朋友值得到此一遊,['推廣(VC) 自然(Na) 生態(Na) 園區(Nc) 場區(Nc) 面積(Na) 250(Neu) 公頃(Nf) 生態(Na) 豐富(VHC) 夏雪(Nd) 甲蟲季(Nd) 螢火蟲季(Nd) 看頭(Na) 森林(Na) 浴步道(VA) 泡茶區(Nc) 溫泉(Na) 體能(Na) 訓練(Nc) 夜間(Nd) 導覽(VC) 喜歡(VK) 大自然(Nc) 朋友(Na) 值得(VH)'],推廣 自然 生態 園區 場區 面積 250 公頃 生態 豐富 夏雪 甲蟲季 螢火蟲季 看頭 森林 浴步道 泡茶區 溫泉 體能 訓練 夜間 導覽 喜歡 大自然 朋友 值得
8 個月前,3,戶外裝置是拍照的地方,['戶外(Nc) 裝置(Na) 拍照(VB) 地方(Na)'],戶外 裝置 拍照 地方
8 個月前,3,,,
8 個月前,3,還不錯的遊客中心,['不錯(VH) 遊客(Na) 中心(Nc)'],不錯 遊客 中心
8 個月前,4,很多戶外小裝飾物可以讓小朋友玩及拍照很可愛且蠻多的可惜的是因疫情室內的東西都收起來所以室內比較沒什麼玩的,['很多(Neqa) 戶外(Nc) 裝飾物(Na) 小朋友(Na) 拍照(VB) 可愛(VH) 可惜(VH) 疫情(Na) 東西(Na) 收起來(VB)'],很多 戶外 裝飾物 小朋友 拍照 可愛 可惜 疫情 東西 收起來
8 個月前,3,,,
8 個月前,4,,,
8 個月前,4,,,
8 個月前,5,單車族休息補給的好地方,['單車族(Na) 休息(VA) 補給(VD) 地方(Na)'],單車族 休息 補給 地方
8 個月前,5,廁所乾淨 環境真棒 ,['廁所(Nc) 乾淨(VH) 環境(Na)'],廁所 乾淨 環境
9 個月前,3,外觀吸睛但我來得太早以致一瞥無緣入內,['外觀(Na) 吸睛(VH) 無緣(VH)'],外觀 吸睛 無緣
9 個月前,4,,,
9 個月前,4,去財神廟順道過來逛逛外面有非常多的紫斑蝶在花叢裡飛舞環境整理得非常乾淨廁所也乾淨還有一個休息室裡面有冷氣可以稍作休息,['財神廟(Nc) 過來(VA) 逛逛(VCL) 外面(Ncd) 紫斑蝶(Na) 花叢(Na) 飛舞(VA) 環境(Na) 整理(VC) 乾淨(VH) 廁所(Nc) 乾淨(VH) 休息室(Nc) 裡面(Ncd) 冷氣(Na) 休息(VA)'],財神廟 過來 逛逛 外面 紫斑蝶 花叢 飛舞 環境 整理 乾淨 廁所 乾淨 休息室 裡面 冷氣 休息
9 個月前,4,小黑蚊很多,['黑蚊(VH) 很多(VH)'],黑蚊 很多
9 個月前,4,,,
9 個月前,4,"門觀蠻吸引人的
設計不錯
裡頭小路走走散散心",['門觀(Na) 吸引人(VH) 設計(Na) 不錯(VH) 裡頭(Ncd) 小路(VH) 走走(VA) 散散心(VA)'],門觀 吸引人 設計 不錯 裡頭 小路 走走 散散心
9 個月前,4,,,
9 個月前,5,,,
9 個月前,4,"外觀裝飾得像兒童城堡室外有兒童遊樂設施室內也有親子活動區 (疫情期間不開放使用)反而是一般的旅遊資訊並不多只有少數一兩個地圖看板以及常規性的資訊摺頁不過現場還是有熱心的解說人員提供旅遊諮詢
廁所很乾淨停車場在館後山坡上 (館前只有少少一兩個車位)進出車道為單向且很窄行車需小心",['外觀(Na) 裝飾(VC) 兒童(Na) 城堡(Na) 兒童(Na) 遊樂(Nv) 設施(Na) 親子(Na) 活動區(Nc) 疫情(Na) 期間(Na) 開放(VC) 使用(VC) 旅遊(VA) 資訊(Na) 少數(Neqa) 一兩(Neu) 地圖(Na) 看板(Na) 常規性(Na) 資訊(Na) 摺頁(Na) 現場(Nc) 熱心(VJ) 解說(Na) 人員(Na) 提供(VD) 旅遊(VA) 諮詢(VE) 廁所(Nc) 乾淨(VH) 停車場(Nc) 山坡(Na) 少少(VH) 車位(Na) 進出(Nv) 車道(Na) 行車(VA) 小心(VK)'],外觀 裝飾 兒童 城堡 兒童 遊樂 設施 親子 活動區 疫情 期間 開放 使用 旅遊 資訊 少數 一兩 地圖 看板 常規性 資訊 摺頁 現場 熱心 解說 人員 提供 旅遊 諮詢 廁所 乾淨 停車場 山坡 少少 車位 進出 車道 行車 小心
10 個月前,4,中埔遊客中心原來是幼兒園改成的因為少子化幼兒園無法再經營改造成遊客中心適合中途休息全家出遊溜小孩的好地方,['中埔(Nc) 遊客(Na) 中心(Nc) 幼兒園(Nc) 改成(VG) 少子化(VHC) 幼兒園(Nc) 經營(VC) 改造成(VG) 遊客(Na) 中心(Nc) 適合(VH) 中途(Nc) 休息(VA) 全家(Neqa) 出遊(VA) 小孩(Na) 地方(Na)'],中埔 遊客 中心 幼兒園 改成 少子化 幼兒園 經營 改造成 遊客 中心 適合 中途 休息 全家 出遊 小孩 地方
10 個月前,5,,,
10 個月前,5,旅遊途中 短暫休息的駐足點 打卡 怕照後 再往下個行程出發,['旅遊(VA) 途中(Nc) 短暫(VH) 休息(VA) 駐足點(Nc) 打卡 (VA) 行程(Na) 出發(VA)'],旅遊 途中 短暫 休息 駐足點 打卡  行程 出發
10 個月前,5,服務棒,['服務棒(Na)'],服務棒
10 個月前,5,遊客中心是原來中埔幼兒園改成是個很棒的休息站整體建築非常可愛有童趣廁所很乾淨甚至還有造型路過就想下來照照相上廁所是值得大家去逛逛的地方,['遊客(Na) 中心(Nc) 幼兒園(Nc) 改成(VG) 休息站(Nc) 整體(Na) 建築(Na) 可愛(VH) 童趣(Na) 廁所(Nc) 乾淨(VH) 造型(Na) 路過(VCL) 廁所(Nc) 值得(VH) 逛逛(VCL) 地方(Na)'],遊客 中心 幼兒園 改成 休息站 整體 建築 可愛 童趣 廁所 乾淨 造型 路過 廁所 值得 逛逛 地方
10 個月前,4,"下交流道路過中埔好幾次第一次轉入中埔遊客中心逛逛
和遊客中心人員聊了一下才得知遊客中心本來是幼兒園因為少子化幼兒園不再經營便將健築物再變身利用而成了外觀像城堡的中埔遊客中心
遊客中心旁有一條健行步道可登高看景景色還不錯",['交流道(Na) 中埔(Nc) 好幾(Neu) 第一(Neu) 轉入(VCL) 中埔(Nc) 遊客(Na) 中心(Nc) 逛逛(VCL) 遊客(Na) 中心(Nc) 人員(Na) 一下(Nd) 得知(VK) 遊客(Na) 中心(Nc) 幼兒園(Nc) 少子化(VHC) 幼兒園(Nc) 經營(VC) 健築物(Na) 變身(VA) 利用(VC) 外觀(Na) 城堡(Na) 中埔(Nc) 遊客(Na) 中心(Nc) 遊客(Na) 中心(Nc) 健行(VA) 步道(Na) 登高(VA) 看景(VC) 景色(Na) 不錯(VH)'],交流道 中埔 好幾 第一 轉入 中埔 遊客 中心 逛逛 遊客 中心 人員 一下 得知 遊客 中心 幼兒園 少子化 幼兒園 經營 健築物 變身 利用 外觀 城堡 中埔 遊客 中心 遊客 中心 健行 步道 登高 看景 景色 不錯
11 個月前,3,,,
11 個月前,4,價格偏高,['價格(Na)'],價格
11 個月前,5,一個很棒的集合地點四方交通方便也可以進去看看曬時間也挺好,['集合(Na) 地點(Na) 四方(Ncd) 交通(Na) 方便(VH) 進去(VA) 看看(VC) 時間(Na)'],集合 地點 四方 交通 方便 進去 看看 時間
11 個月前,5,,,
11 個月前,5,,,
11 個月前,2,蚊子超多的,['蚊子(Na)'],蚊子
11 個月前,4,小巧可愛,['小巧(VH) 可愛(VH)'],小巧 可愛
11 個月前,4,,,
11 個月前,4,,,
1 年前,1,,,
1 年前,5,溜小孩的好地方,['小孩(Na) 地方(Na)'],小孩 地方
