setTime,star,content,ckip_result,seg_result
2 天前,4,"在假日時
雖然後面靠近馬路還是很多店面未營業
但是靠祖師爺廟這側人潮開始湧現了
短短一段路道盡許多歷史
希望能夠加強讓當地歷史與人文的結合",['假日(Nd) 後面(Ncd) 靠近(VC) 馬路(Na) 很多(Neqa) 店面(Na) 營業(VA) 祖師爺廟(Nc) 人潮(Na) 開始(VL) 湧現(VH) 短短(VH) 路道(Na) 許多(Neqa) 歷史(Na) 希望(VK) 加強(VC) 當地(Nc) 歷史(Na) 人文(Na) 結合(VHC)'],假日 後面 靠近 馬路 很多 店面 營業 祖師爺廟 人潮 開始 湧現 短短 路道 許多 歷史 希望 加強 當地 歷史 人文 結合
2 天前,3,老街有點短周圍停車位少,['老街(Nc) 周圍(Nc) 停車位(Na)'],老街 周圍 停車位
2 天前,5,景氣回升非常熱鬧,['景氣(Na) 回升(VH) 熱鬧(VH)'],景氣 回升 熱鬧
2 天前,5,,,
2 天前,3,,,
3 天前,4,三峽老街很古老的建築紅磚走廊古色古香另有一番思古情懷寧靜的美,['三峽(Nc) 老街(Nc) 古老(VH) 建築(Na) 紅磚(Na) 走廊(Nc) 古色古香(VH) 思古(VH) 情懷(Na) 寧靜(VH)'],三峽 老街 古老 建築 紅磚 走廊 古色古香 思古 情懷 寧靜
3 天前,5,,,
3 天前,4,名產牛角好吃假日停車位很多已滿有時候還要走很遠 ,['名產(Na) 牛角(Na) 好吃(VH) 假日(Nd) 停車位(Na) 很多(Neqa)'],名產 牛角 好吃 假日 停車位 很多
3 天前,5,,,
3 天前,3,,,
3 天前,5,,,
3 天前,4,,,
3 天前,5,,,
3 天前,5,,,
3 天前,5,,,
3 天前,3,,,
3 天前,3,,,
3 天前,5,,,
3 天前,5,,,
3 天前,4,一條老街,['老街(Nc)'],老街
3 天前,5,很好逛米血糕必買,['米血糕(Na)'],米血糕
3 天前,5,,,
3 天前,3,還不錯,['不錯(VH)'],不錯
3 天前,4,,,
3 天前,5,,,
3 天前,5,好吃又好散步的地方,['好吃(VH) 散步(VA) 地方(Na)'],好吃 散步 地方
3 天前,5,"三峽老街是臺灣著名的老街區之一保存著眾多古老的建築和文化遺產被譽為臺灣最美的老街之一逛三峽老街可以欣賞到古老的街巷磚瓦建築傳統的騎樓門廊和窄巷弄並且可以品嚐到當地的美食和手工藝品景點還包括三峽天后宮大觀文化公園等讓人深入了解臺灣的歷史和文化

然而由於三峽老街是熱門的旅遊景點人潮較多尤其是假日和節日可能會比較擁擠

此外街道較窄交通也可能不太方便總體而言三峽老街是一個值得前往體驗臺灣歷史和文化的景點但需注意人流和交通情況",['三峽(Nc) 老街(Nc) 臺灣(Nc) 著名(VH) 街區(Na) 保存(VC) 眾多(VH) 古老(VH) 建築(Na) 文化(Na) 遺產(Na) 譽為(VG) 臺灣(Nc) 老街(Nc) 三峽(Nc) 欣賞到(VJ) 古老(VH) 磚瓦(Na) 建築(Na) 傳統(VH) 騎樓(Na) 門廊(Na) 窄巷弄(VH) 品嚐到(VC) 當地(Nc) 美食(Na) 手工(Na) 藝品(Na) 景點(Na) 包括(VK) 三峽(Nc) 天后宮(Nc) 大觀(Na) 文化(Na) 公園(Nc) 深入(VH) 了解(VK) 臺灣(Nc) 歷史(Na) 文化(Na) 三峽(Nc) 老街(Nc) 熱門(VH) 旅遊(VA) 景點(Na) 人潮(Na) 較多(VH) 假日(Nd) 節日(Na) 擁擠(VH) 街道(Na) 交通(Na) 方便(VH) 總體(Na) 而言(Ng) 三峽(Nc) 老街(Nc) 值得(VH) 前往(VCL) 體驗(VC) 臺灣(Nc) 歷史(Na) 文化(Na) 景點(Na) 注意(VK) 人流(Na) 交通(Na) 情況(Na)'],三峽 老街 臺灣 著名 街區 保存 眾多 古老 建築 文化 遺產 譽為 臺灣 老街 三峽 欣賞到 古老 磚瓦 建築 傳統 騎樓 門廊 窄巷弄 品嚐到 當地 美食 手工 藝品 景點 包括 三峽 天后宮 大觀 文化 公園 深入 了解 臺灣 歷史 文化 三峽 老街 熱門 旅遊 景點 人潮 較多 假日 節日 擁擠 街道 交通 方便 總體 而言 三峽 老街 值得 前往 體驗 臺灣 歷史 文化 景點 注意 人流 交通 情況
3 天前,5,,,
3 天前,4,,,
3 天前,4,三峽古城和歷史悠久的寺廟提供下午漫步的好體驗有很多不錯的熟食店和購物項目遊客很少,['三峽(Nc) 古城(Nc) 歷史(Na) 悠久(VH) 寺廟(Nc) 提供(VD) 下午(Nd) 漫步(VA) 體驗(VC) 很多(Neqa) 不錯(VH) 熟食店(Nc) 購物(VA) 項目(Na) 遊客(Na)'],三峽 古城 歷史 悠久 寺廟 提供 下午 漫步 體驗 很多 不錯 熟食店 購物 項目 遊客
4 天前,4,,,
4 天前,5,,,
4 天前,3,"422
很多很多賣金牛角的店 ",['422(Neu) 很多(Neqa) 很多(Neqa) 賣金(VD) 牛角(Na)'],422 很多 很多 賣金 牛角
4 天前,5,牛角麵包好ㄘ,['牛角(Na) 麵包(Na)'],牛角 麵包
4 天前,5,,,
4 天前,3,,,
4 天前,5,,,
4 天前,5,,,
4 天前,5,"老街建築維護的很好
假日前往人潮沒有想像的多但也算熱鬧
滿好逛的",['老街(Nc) 建築(Na) 維護(VC) 假日(Nd) 前往(VCL) 人潮(Na) 想像(VK) 熱鬧(VH)'],老街 建築 維護 假日 前往 人潮 想像 熱鬧
4 天前,5,美麗而經典,['美麗(VH) 經典(Na)'],美麗 經典
4 天前,3,可去拜拜順便逛老街,['拜拜(VA) 老街(Nc)'],拜拜 老街
5 天前,5,"很棒
心情可以放鬆一下
晚上還可以看夜景",['心情(Na) 放鬆(VHC) 一下(Nd) 晚上(Nd) 夜景(Na)'],心情 放鬆 一下 晚上 夜景
5 天前,5,好的,[''],
5 天前,4,,,
5 天前,5,,,
5 天前,5,"IGxilinx99
三峽老街有什麼好吃好玩的

首先你先把車子停在三峽國小停車場
出了停車場背對停車場出口
左轉順著中山路走
首先你會遇到左手邊在地人很喜歡的
宜蘭包子筍包肉包
但是我們不是來吃包子的 繼續走
遇到仁愛路右轉 左手邊有一間
風和家cheese cake
原味半熟乳酪巧克力半熟乳酪

繼續走第一個路口左轉 中山路13巷
有很乾淨的三峽公共示範廁所給妳尿尿
再往前走到了十字路口就是三峽老街的核心
我們要認得這個星狀核心

我們從右轉開始逛 一路都有屋簷不用擔心下雨
首先妳會遇到在右側三色水果涼糕(很好吃
然後再繼續逛 妳會遇到皮克米手工鞋
舒服耐用有名
走到阿宗芋冰城就可以到對面迴轉
到底沒東西啦
迴轉往老街核心方向回頭走
會遇到阿嬤的古早味勇伯豆花
這兩家很好吃繼續走會遇到
來來滷味值得留下來ㄧ吃豆干香菇百頁豆腐
繼續走回到核心路口右側的金三峽
手撕包牛角麵包

這時右轉走到大廟 三峽祖師廟的右側
清水冬瓜王初原麵場很好喝好吃
回到老街核心右轉繼續逛
對面老牛豆花仙草的黑糖ㄉㄨㄞ奶很好喝 繼續逛
右手邊 古伯手工米苔目老街最具代表的古早味米苔目 生意非常好
金三峽老街口總店 最有名 還因為賣牛角麵包
在旁邊買了一塊地自己蓋了一整棟電梯大樓
到了金三峽的路口迴轉 往核心方向走
遇到中山路右轉 你就可以回到停車場
路上會經過一間喜徠珍古井餐廳
很好吃的風味餐廳
但是我不明白為什麼他家的牛肉不是本地的
而是用巴拉圭的奇葩不過聽說巴拉圭要斷交了捏

這樣這趟三峽老街之旅就算完整了
以上老街的店我都吃過 誠實NPC就是我",['三峽(Nc) 老街(Nc) 好吃(VH) 好玩(VH) 車子(Na) 三峽(Nc) 國小(Nc) 停車場(Nc) 停車場(Nc) 背對(VC) 停車場(Nc) 出口(VC) 左轉(VA) 中山路(Nc) 遇到(VC) 左手(Na) 在地人(Na) 喜歡(VK) 宜蘭(Nc) 包子(Na) 筍包(Na) 肉包(Na) 包子(Na) 繼續(VF) 遇到(VC) 仁愛路(Nc) 右轉(VA) 左手(Na) 原味(Na) 乳酪(Na) 巧克力(Na) 乳酪(Na) 繼續(VF) 第一(Neu) 路口(Nc) 左轉(VA) 中山路(Nc) 13巷(Nc) 乾淨(VH) 三峽(Nc) 示範(VE) 廁所(Nc) 尿尿(VC) 走到(VCL) 十字路口(Na) 三峽(Nc) 老街(Nc) 核心(Na) 認得(VJ) 星狀(Na) 核心(Na) 右轉(VA) 開始(VL) 屋簷(Na) 擔心(VK) 下雨(VA) 遇到(VC) 右側(Ncd) 水果(Na) 涼糕(Na) 好吃(VH) 繼續(VF) 遇到(VC) 皮克米(Na) 手工(Na) 舒服(VH) 耐用(VH) 有名(VH) 走到(VCL) 阿宗芋(Na) 冰城(Na) 對面(Ncd) 迴轉(VA) 東西(Na) 迴轉(VA) 老街(Nc) 核心(Na) 方向(Na) 回頭(VA) 遇到(VC) 阿嬤(Na) 古早味(Na) 勇伯(Na) 豆花(Na) 好吃(VH) 繼續(VF) 遇到(VC) 滷味(Na) 值得(VH) 留下來(VC) 豆干(Na) 香菇(Na) 豆腐(Na) 繼續(VF) 回到(VCL) 核心(Na) 路口(Nc) 右側(Ncd) 金三峽(Nc) 撕包(VC) 牛角(Na) 麵包(Na) 這時(Nd) 右轉(VA) 走到(VCL) 大廟(VH) 三峽(Nc) 祖師廟(Nc) 右側(Ncd) 清水(Nc) 冬瓜(Na) 麵場(Nc) 好喝(VH) 好吃(VH) 回到老街(VCL) 核心(Na) 右轉(VA) 繼續(VF) 對面(Ncd) 老牛豆花仙草(Na) 黑糖(Na) 好喝(VH) 繼續(VF) 右手(Na) 古伯(Na) 手工(Na) 米苔目(Na) 老街(Nc) 代表(Na) 古早味(Na) 米苔目(Na) 生意(Na) 金三峽(Na) 老街口(Nc) 總店(Nc) 有名(VH) 牛角(Na) 麵包(Na) 旁邊(Ncd) 電梯(Na) 大樓(Na) 金三峽(Nc) 路口(Nc) 迴轉(VA) 核心(Na) 方向(Na) 遇到(VC) 中山路(Nc) 右轉(VA) 回到(VCL) 停車場(Nc) 經過(VCL) 珍古井(Na) 餐廳(Nc) 好吃(VH) 風味(Na) 餐廳(Nc) 明白(VK) 牛肉(Na) 本地(Nes) 巴拉圭(Nc) 奇葩(Na) 聽說(VE) 巴拉圭(Nc) 斷交(VH) 這樣(VH) 三峽(Nc) 老街(Nc) 完整(VH) 以上(Ncd) 老街(Nc) 誠實(VH)'],三峽 老街 好吃 好玩 車子 三峽 國小 停車場 停車場 背對 停車場 出口 左轉 中山路 遇到 左手 在地人 喜歡 宜蘭 包子 筍包 肉包 包子 繼續 遇到 仁愛路 右轉 左手 原味 乳酪 巧克力 乳酪 繼續 第一 路口 左轉 中山路 13巷 乾淨 三峽 示範 廁所 尿尿 走到 十字路口 三峽 老街 核心 認得 星狀 核心 右轉 開始 屋簷 擔心 下雨 遇到 右側 水果 涼糕 好吃 繼續 遇到 皮克米 手工 舒服 耐用 有名 走到 阿宗芋 冰城 對面 迴轉 東西 迴轉 老街 核心 方向 回頭 遇到 阿嬤 古早味 勇伯 豆花 好吃 繼續 遇到 滷味 值得 留下來 豆干 香菇 豆腐 繼續 回到 核心 路口 右側 金三峽 撕包 牛角 麵包 這時 右轉 走到 大廟 三峽 祖師廟 右側 清水 冬瓜 麵場 好喝 好吃 回到老街 核心 右轉 繼續 對面 老牛豆花仙草 黑糖 好喝 繼續 右手 古伯 手工 米苔目 老街 代表 古早味 米苔目 生意 金三峽 老街口 總店 有名 牛角 麵包 旁邊 電梯 大樓 金三峽 路口 迴轉 核心 方向 遇到 中山路 右轉 回到 停車場 經過 珍古井 餐廳 好吃 風味 餐廳 明白 牛肉 本地 巴拉圭 奇葩 聽說 巴拉圭 斷交 這樣 三峽 老街 完整 以上 老街 誠實
5 天前,4,,,
5 天前,1,"總之我認為政府應該立即改善的是讓這裡全日都不要有汽機車通行
有夠破壞觀光氛圍
面對想好好打造氣氛的店家很不公平
整個感覺很糟糕讓人不想消費",['認為(VE) 政府(Na) 改善(VC) 這裡(Ncd) 汽機車(Na) 通行(VA) 有夠(V_2) 破壞(VC) 觀光(VA) 氛圍(Na) 面對(VC) 打造(VC) 氣氛(Na) 店家(Na) 公平(VH) 感覺(Na) 糟糕(VH) 消費(VA)'],認為 政府 改善 這裡 汽機車 通行 有夠 破壞 觀光 氛圍 面對 打造 氣氛 店家 公平 感覺 糟糕 消費
5 天前,4,,,
5 天前,5,購物的老城區,['購物(VA) 城區(Nc)'],購物 城區
5 天前,5,觀光的景點,['觀光(VA) 景點(Na)'],觀光 景點
5 天前,2,,,
5 天前,4,老街只有一小段不到300公尺建築物是古色古香不過感覺有整建過的痕跡看看逛逛也是不錯的,['老街(Nc) 300(Neu) 公尺(Nf) 建築物(Na) 古色古香(VH) 感覺(VK) 整建(VC) 痕跡(Na) 看看(VE) 逛逛(VCL) 不錯(VH)'],老街 300 公尺 建築物 古色古香 感覺 整建 痕跡 看看 逛逛 不錯
6 天前,4,,,
6 天前,5,有吃有喝 各種特色臭豆腐美食 來這可以消磨半天 花費也不多,['特色(Na) 臭豆腐(Na) 美食(Na) 消磨(VC) 花費(Na)'],特色 臭豆腐 美食 消磨 花費
6 天前,4,有些攤蠻好吃的,['好吃(VH)'],好吃
6 天前,4,,,
6 天前,5,,,
6 天前,3,,,
6 天前,4,,,
6 天前,5,,,
1 週前,5,,,
1 週前,5,,,
1 週前,4,,,
1 週前,3,蠻短的 金牛角可以買,[''],
1 週前,4,,,
1 週前,3,祖師廟興隆宮景點跟三峽藍染中心,['祖師廟(Nc) 興隆宮(Nc) 景點(Na) 三峽(Nc) 中心(Nc)'],祖師廟 興隆宮 景點 三峽 中心
1 週前,5,,,
1 週前,3,逛街,['逛街(VA)'],逛街
1 週前,5,,,
1 週前,5,,,
1 週前,4,在地必買金牛角,['金牛角(Na)'],金牛角
1 週前,4,很有味道的街道 古色古香,['味道(Na) 街道(Na) 古色古香(VH)'],味道 街道 古色古香
1 週前,3,"身為桃園人
沒處去的好地方",['身為(VG) 桃園人(Na) 地方(Na)'],身為 桃園人 地方
1 週前,5,,,
1 週前,4,就跟很多老街都雷同,['很多(Neqa) 老街(Nc) 雷同(VI)'],很多 老街 雷同
1 週前,3,,,
1 週前,5,那裡的食物很棒可以在那裡度過一個下午,['那裡(Ncd) 食物(Na) 那裡(Ncd) 度過(VCL) 下午(Nd)'],那裡 食物 那裡 度過 下午
1 週前,4,有很多古早味,['很多(Neqa) 古早味(Na)'],很多 古早味
1 週前,5,,,
1 週前,5,廟口雞屁股 激推,['廟口(Nc) 雞屁股(Na)'],廟口 雞屁股
1 週前,4,,,
1 週前,5,,,
1 週前,5,,,
1 週前,4,,,
1 週前,5,,,
1 週前,5,買了很多小吃都是可接受範圍廟口前宣導反毒人聲嘈雜音響很刺耳週日傍晚人潮眾多但不至於擦肩還是可以帶孩子走走,['很多(Neqa) 小吃(Na) 接受(VC) 範圍(Na) 廟口(Nc) 宣導(VC) 反毒(Nv) 人聲(Na) 嘈雜(VH) 音響(Na) 刺耳(VH) 週日(Nd) 傍晚(Nd) 人潮(Na) 眾多(VH) 擦肩(VC) 孩子(Na) 走走(VA)'],很多 小吃 接受 範圍 廟口 宣導 反毒 人聲 嘈雜 音響 刺耳 週日 傍晚 人潮 眾多 擦肩 孩子 走走
1 週前,5,,,
1 週前,4,,,
1 週前,3,,,
1 週前,5,,,
1 週前,4,值得去一次,['值得(VH)'],值得
1 週前,5,老街古厝留懷想時人追想舊時光,['老街(Nc) 古厝(Na) 懷想(Na) 追想(VC) 時光(Na)'],老街 古厝 懷想 追想 時光
1 週前,4,,,
1 週前,5,,,
1 週前,4,老街建築物古色古香,['老街(Nc) 建築物(Na) 古色古香(VH)'],老街 建築物 古色古香
1 週前,5,,,
1 週前,4,,,
1 週前,5,,,
1 週前,4,停留時間過短沒能好好逛逛只買了在地的最佳伴手禮金牛角,['停留(VA) 時間(Na) 逛逛(VCL) 伴手(Na) 禮金(Na) 牛角(Na)'],停留 時間 逛逛 伴手 禮金 牛角
1 週前,5,,,
1 週前,4,"好久沒去三峽老街逛逛
今說走就走
好多美食 古早味
要去福美軒創始店購買
確因產品售完 撲了空
還要等到下午2點半再出爐
只好作罷
因本人吃素 經詢問在地人
介紹了市場內的慈觀養生素食
其素肉圓超推薦
完全自製 昰紅麴醬炒料的內餡
外皮昰軟軟的 醬汁也超棒
到老街一定要品嚐喔
参觀祖師廟 老街 秀才厝
老街壁畫 喝了無糖的仙草茶和買了古早味糕點",['三峽(Nc) 老街(Nc) 逛逛(VCL) 好多(Neqa) 美食(Na) 古早味(Na) 創始店(Nc) 購買(VC) 產品(Na) 售完(VD) 等到(VC) 下午(Nd) 2點半(Nd) 出爐(VH) 作罷(VH) 吃素(VA) 詢問(VE) 在地人(Na) 介紹(VE) 市場(Nc) 慈觀(VA) 養生(VA) 素食(Na) 肉圓(Na) 推薦(VC) 自製(VC) 紅麴醬(Na) 炒料(Na) 內餡(Na) 外皮(Na) 軟軟(VH) 醬汁(Na) 老街(Nc) 品嚐(VC) 参觀(VC) 祖師廟(Nc) 老街(Nc) 秀才厝(Nc) 老街(Nc) 壁畫(Na) 仙草茶(Na) 古早味(Na) 糕點(Na)'],三峽 老街 逛逛 好多 美食 古早味 創始店 購買 產品 售完 等到 下午 2點半 出爐 作罷 吃素 詢問 在地人 介紹 市場 慈觀 養生 素食 肉圓 推薦 自製 紅麴醬 炒料 內餡 外皮 軟軟 醬汁 老街 品嚐 参觀 祖師廟 老街 秀才厝 老街 壁畫 仙草茶 古早味 糕點
1 週前,4,,,
1 週前,5,,,
1 週前,4,,,
1 週前,5,,,
1 週前,3,,,
1 週前,4,,,
1 週前,4,"美食真的還不錯l逛逛老街走走祖師廟拜拜
豬血糕蠻推薦醬汁和花生粉絕配豬血糕非常軟Q還有我愛香菜
冰淇淋花生捲這個也是我愛吃的兒時美食物價飛漲還是吃一下啦
路過也有隨手帶金牛角依舊好吃
哪一家的金牛角好吃我覺得新鮮現吃最好吃

米苔目這家也是排隊名店我們在離峰時間吃比較不擁擠米苔目味道還ok不是我愛QQ的那種)其他配菜很不錯",['美食(Na) 不錯(VH) 逛逛(VC) 老街(Nc) 走走(VA) 祖師廟(Nc) 拜拜(VA) 豬血糕(Na) 推薦(VC) 醬汁(Na) 花生粉(Na) 豬血糕(Na) 香菜(Na) 冰淇淋(Na) 花生捲(Na) 兒時(Nd) 美食(Na) 物價(Na) 飛漲(VH) 一下(Neu) 路過(VCL) 金牛角(Na) 好吃(VH) 金牛角(Na) 好吃(VH) 覺得(VK) 新鮮(VH) 好吃(VH) 米苔目(Na) 排隊(VA) 時間(Na) 擁擠(VH) 米苔目(Na) 味道(Na) 其他(Neqa) 配菜(VC) 不錯(VH)'],美食 不錯 逛逛 老街 走走 祖師廟 拜拜 豬血糕 推薦 醬汁 花生粉 豬血糕 香菜 冰淇淋 花生捲 兒時 美食 物價 飛漲 一下 路過 金牛角 好吃 金牛角 好吃 覺得 新鮮 好吃 米苔目 排隊 時間 擁擠 米苔目 味道 其他 配菜 不錯
1 週前,5,,,
1 週前,4,,,
1 週前,5,美麗的夜市......傳統,['美麗(VH) 夜市(Nc) 傳統(Na)'],美麗 夜市 傳統
1 週前,1,,,
1 週前,5,"來過3次
有時間再來詳細評價",['來過(VC) 時間(Na) 詳細(VH) 評價(VC)'],來過 時間 詳細 評價
1 週前,5,很有味道的老街可惜不算太長就一條街而已,['味道(Na) 老街(Nc) 可惜(VH)'],味道 老街 可惜
1 週前,5,,,
1 週前,4,享受假日暖暖的春陽,['享受(VJ) 假日(Nd) 暖暖(VH) 春陽(Na)'],享受 假日 暖暖 春陽
1 週前,5,,,
1 週前,3,很好很熱鬧,['熱鬧(VH)'],熱鬧
1 週前,5,,,
1 週前,4,很有特色的建築群很值得探訪巧遇一間特色手作陶瓷店每個作品都很細膩,['特色(Na) 建築群(Na) 值得(VH) 探訪(VC) 巧遇(VC) 特色(Na) 手作(Na) 陶瓷店(Nc) 作品(Na) 細膩(VH)'],特色 建築群 值得 探訪 巧遇 特色 手作 陶瓷店 作品 細膩
1 週前,4,,,
1 週前,4,,,
1 週前,4,,,
1 週前,5,,,
1 週前,4,"有三峽唯一一間
扭蛋機",['三峽(Nc)'],三峽
1 週前,4,,,
1 週前,4,還不錯人有點多但有些特色小店蠻好逛的,['不錯(VH) 特色(Na) 小店(Na)'],不錯 特色 小店
1 週前,5,"上次到三峽是正月祖師廟賽豬公老街熱鬧非凡這次連續假期的傍晚5點半靜謐中飄著細雨能佇足看看金聯春的牌坊
進了沒坐滿的豆花店吃起來沒有香味...白木耳已成泥用的是生薑汁糖水過甜
沒有遊客的街上才發現大部分商家的招牌沒有伸出街道而那些醒目的招牌不太好看
今天買了牛香軒和金三峽牛角兩家吃起來差不多老店福美軒仍有人在排隊聽說一次要買5個似乎不太合理(2023.4.1)",['三峽(Nc) 正月(Nd) 祖師廟(Nc) 賽豬公(Na) 老街(Nc) 熱鬧(VH) 非凡(VH) 假期(Na) 傍晚(Nd) 5點半(Nd) 靜謐(VH) 細雨(Na) 佇足(VA) 牌坊(Na) 坐滿(VC) 豆花店(Nc) 沒有(VJ) 香味(Na) 白木耳(Na) 生薑汁(Na) 沒有(VJ) 遊客(Na) 發現(VE) 大部分(Neqa) 商家(Na) 招牌(Na) 伸出(VC) 街道(Na) 那些(Neqa) 醒目(VH) 招牌(Na) 好看(VH) 今天(Nd) 牛香軒(Nc) 金三峽(Nc) 牛角(Na) 老店(Nc) 福美軒(Nc) 排隊(VA) 聽說(VE) 合理(VH) 2023.4(Neu)'],三峽 正月 祖師廟 賽豬公 老街 熱鬧 非凡 假期 傍晚 5點半 靜謐 細雨 佇足 牌坊 坐滿 豆花店 沒有 香味 白木耳 生薑汁 沒有 遊客 發現 大部分 商家 招牌 伸出 街道 那些 醒目 招牌 好看 今天 牛香軒 金三峽 牛角 老店 福美軒 排隊 聽說 合理 2023.4
1 週前,4,越來越沒感覺,['感覺(Na)'],感覺
1 週前,4,讚,[''],
1 週前,5,廟宇保存完善,['廟宇(Na) 保存(VC) 完善(VH)'],廟宇 保存 完善
1 週前,4,,,
1 週前,3,,,
1 週前,4,,,
1 週前,4,,,
1 週前,5,,,
1 週前,4,,,
1 週前,5,,,
1 週前,1,沒特色重覆性食品商品太多,['特色(Na) 重覆性(Na) 食品(Na) 商品(Na) 太多(VH)'],特色 重覆性 食品 商品 太多
1 週前,4,靜中取鬧近郊,['近郊(Nc)'],近郊
1 週前,3,,,
1 週前,5,東西好吃但老街有點小不夠逛,['東西(Na) 好吃(VH) 老街(Nc)'],東西 好吃 老街
1 週前,5,平日去人也不少假日一定更多人朋友推薦米苔目跟冬瓜茶八寶冰也很優 ,['平日(Nd) 不少(Neqa) 假日(Nd) 更多(Neqa) 朋友(Na) 推薦(VC) 米苔目(Na) 冬瓜茶(Na) 八寶冰(Na)'],平日 不少 假日 更多 朋友 推薦 米苔目 冬瓜茶 八寶冰
1 週前,5,好逛,[''],
1 週前,5,停車方便輕鬆好玩.,['停車(VA) 方便(VH) 輕鬆(VH) 好玩(VH)'],停車 方便 輕鬆 好玩
1 週前,5,,,
1 週前,5,,,
1 週前,4,,,
1 週前,4,,,
1 週前,3,平日的靜寂vs假日的喧嚷別有一番風情,['平日(Nd) 靜寂(VH) 假日(Nd) 喧嚷(VA) 風情(Na)'],平日 靜寂 假日 喧嚷 風情
1 週前,4,,,
1 週前,4,很熱鬧的地標美食不少,['熱鬧(VH) 地標(Na) 美食(Na) 不少(VH)'],熱鬧 地標 美食 不少
1 週前,5,,,
1 週前,4,,,
1 週前,1,,,
1 週前,4,去三峽老街的時候是一個濕漉漉的雨天,['三峽(Nc) 老街(Nc) 時候(Na) 濕漉漉(VH) 雨天(Nd)'],三峽 老街 時候 濕漉漉 雨天
2 週前,4,,,
2 週前,5,,,
2 週前,5,散步散步吃金牛角,['散步(VA) 散步(VA) 金牛角(Na)'],散步 散步 金牛角
2 週前,4,,,
2 週前,3,,,
2 週前,4,,,
2 週前,4,,,
2 週前,4,,,
2 週前,4,,,
2 週前,4,,,
2 週前,5,好逛好吃好玩,[''],
2 週前,5,,,
2 週前,1,懷疑這真的是老街嗎,['懷疑(VK) 老街(Nc)'],懷疑 老街
2 週前,3,沒啥特別,['特別(VH)'],特別
2 週前,5,,,
2 週前,4,太小,[''],
2 週前,5,最後面有一間冰店便宜又大碗,['後面(Ncd) 冰店(Nc) 便宜(VH)'],後面 冰店 便宜
2 週前,5,,,
2 週前,4,,,
2 週前,5,舊街人文氣息好,['人文(Na) 氣息(Na)'],人文 氣息
2 週前,4,"附近有一座寺廟遊客絡繹不絕這是一個參觀周圍街道和體驗新文化的機會
謝謝",['附近(Nc) 寺廟(Na) 遊客(Na) 絡繹不絕(VH) 參觀(VC) 周圍(Nc) 街道(Na) 體驗(VC) 新文化(VH) 機會(Na) 謝謝(VJ)'],附近 寺廟 遊客 絡繹不絕 參觀 周圍 街道 體驗 新文化 機會 謝謝
2 週前,4,平常日人煙稀少,['平常日(Nd) 人煙(VH) 稀少(VH)'],平常日 人煙 稀少
2 週前,4,,,
2 週前,5,,,
2 週前,5,,,
2 週前,5,,,
2 週前,3,"久久會造訪一次
就愛古建築古早味",['造訪(VC) 建築(Na) 古早味(Na)'],造訪 建築 古早味
2 週前,5,,,
