setTime,star,content,ckip_result,seg_result
2 個月前,5,"注意目前尚未開放參觀
開放時間詳情請見官方網站

但周邊還是可以走走
欣賞美麗的園區周邊造景
霸氣的松柏油杉羅漢松樟樹等等

運動兼欣賞風景
少了絡繹不絕的遊客
多的是山林間愜意靜謐的風情
值得帶家人來散散心",['注意(VK) 目前(Nd) 開放(VC) 參觀(VC) 開放(VC) 時間(Na) 詳情(Na) 請見(VC) 官方(Na) 網站(Nc) 周邊(Nc) 走走(VA) 欣賞(VJ) 美麗(VH) 園區(Nc) 周邊(Nc) 造景(Na) 霸氣(VH) 松柏(Na) 油杉(Na) 羅漢(Na) 松樟樹(Na) 運動(Na) 欣賞(VJ) 風景(Na) 絡繹不絕(VH) 遊客(Na) 山林(Nc) 愜意(VH) 靜謐(VH) 風情(Na) 值得(VH) 家人(Na) 散散心(VH)'],注意 目前 開放 參觀 開放 時間 詳情 請見 官方 網站 周邊 走走 欣賞 美麗 園區 周邊 造景 霸氣 松柏 油杉 羅漢 松樟樹 運動 欣賞 風景 絡繹不絕 遊客 山林 愜意 靜謐 風情 值得 家人 散散心
2 個月前,5,幾年前去的 建築很壯觀 景色美 空氣好 本想再去參觀 居然停業了,['前去(Ng) 建築(Na) 壯觀(VH) 景色(Na) 空氣(Na) 參觀(VC) 停業(VA)'],前去 建築 壯觀 景色 空氣 參觀 停業
2 個月前,5,,,
2 個月前,5,好幾年前運氣不好想說要不要改個名字 當晚就做了一個夢夢裡是在一間教室老和尚站在大片的黑板前. 我跟朋友在爭論是否姓名會影響人的運勢. 朋友覺得不會. 我走到老和尚前問他師父姓名會影響人嗎夢裡老和尚只是唱了一首偈沒有文字只有音調. 夢裡聽完就流淚醒來. 那個音調就是若人欲了知三世一切佛應觀法界性一切唯心造. 中台推廣佛教就是佛陀的教育. 這裡的禪七很棒. 有多棒就要自己親身去體驗. 常跟朋友說學佛的人一輩子一定要來這裡參加一次禪七不然很可惜. 一年一度的藥師和孟蘭盆法會也很殊勝 媽媽的朋友光是寫隨喜牌位都很有感覺.,['好幾(Neu) 運氣(Na) 想說(VE) 名字(Na) 當晚(Nd) 教室(Nc) 和尚(Na) 黑板(Na) 朋友(Na) 爭論(VE) 姓名(Na) 影響(VC) 運勢(Na) 朋友(Na) 覺得(VK) 走到(VCL) 和尚(Na) 師父(Na) 姓名(Na) 影響(VC) 和尚(Na) 沒有(VJ) 文字(Na) 音調(Na) 聽完(VC) 流淚(VA) 醒來(VH) 音調(Na) 一切(Neqa) 法界性(Na) 一切(Neqa) 推廣(VC) 佛陀(Na) 教育(Na) 這裡(Ncd) 禪七(Na) 體驗(VC) 朋友(Na) 一輩子(Na) 這裡(Ncd) 參加(VC) 禪七(Na) 可惜(VH) 藥師(Na) 孟蘭盆(Nc) 法會(Na) 殊勝(VH) 媽媽(Na) 朋友(Na) 隨喜(VH) 牌位(Na) 感覺(Na)'],好幾 運氣 想說 名字 當晚 教室 和尚 黑板 朋友 爭論 姓名 影響 運勢 朋友 覺得 走到 和尚 師父 姓名 影響 和尚 沒有 文字 音調 聽完 流淚 醒來 音調 一切 法界性 一切 推廣 佛陀 教育 這裡 禪七 體驗 朋友 一輩子 這裡 參加 禪七 可惜 藥師 孟蘭盆 法會 殊勝 媽媽 朋友 隨喜 牌位 感覺
2 個月前,5,再訪關閉了三年的中台禪寺因為親友會客關係才能入寺歷經三年裡面改變了很多變得更加現代化卻也不失莊嚴的形象等開放後是很值得來走走的景點,['關閉(VC) 禪寺(Nc) 親友(Na) 會客(VA) 關係(Na) 歷經(VJ) 裡面(Ncd) 改變(VC) 很多(Neqa) 現代化(VHC) 不失(VJ) 莊嚴(VH) 形象(Na) 開放(VC) 值得(VH) 走走(VA) 景點(Na)'],關閉 禪寺 親友 會客 關係 歷經 裡面 改變 很多 現代化 不失 莊嚴 形象 開放 值得 走走 景點
2 個月前,5,莊嚴神聖,['莊嚴(VH) 神聖(VH)'],莊嚴 神聖
2 個月前,5,中台禪寺因爲疫情未開放但是周邊走一走也能感覺莊嚴宏偉細細的風鈴聲格外好聽讓人精神愉悅若開放一定會再來參訪禮佛,['禪寺(Nc) 疫情(Na) 開放(VC) 周邊(Nc) 感覺(VK) 莊嚴(VH) 宏偉(VH) 細細(VH) 風鈴聲(Na) 好聽(VH) 精神(Na) 愉悅(VH) 開放(VC) 參訪(VC) 禮佛(Na)'],禪寺 疫情 開放 周邊 感覺 莊嚴 宏偉 細細 風鈴聲 好聽 精神 愉悅 開放 參訪 禮佛
2 個月前,4,,,
3 個月前,5,一個宜人的修道院有花園和安靜的空間即使是我們這些參觀者的喧囂我推薦參觀這個地方,['宜人(VH) 修道院(Nc) 花園(Nc) 安靜(VH) 空間(Na) 這些(Neqa) 參觀(VC) 喧囂(Nv) 推薦(VC) 參觀(VC) 地方(Na)'],宜人 修道院 花園 安靜 空間 這些 參觀 喧囂 推薦 參觀 地方
3 個月前,5,"中台頓悟自心直了成佛中道實相的靈台
中台禪寺開山方丈上惟下覺老和尚三十歲時披剃出家受戒",['中台(Nc) 頓悟(VH) 直了(VC) 成佛(VH) 中道(Ng) 實相(Na) 靈台(Na) 禪寺(Nc) 開山(VA) 方丈(Na) 和尚(Na) 三十(Neu) 披剃(VC) 出家(VA) 受戒(VH)'],中台 頓悟 直了 成佛 中道 實相 靈台 禪寺 開山 方丈 和尚 三十 披剃 出家 受戒
3 個月前,3,原來係因疫情關係封閉多,['疫情(Na) 關係(Na) 封閉(VH)'],疫情 關係 封閉
3 個月前,5,心靈沉靜的宗教聖地,['心靈(Na) 沉靜(VH) 宗教(Na) 聖地(Nc)'],心靈 沉靜 宗教 聖地
3 個月前,5,,,
4 個月前,5,,,
4 個月前,5,,,
4 個月前,5,學習傳統禪宗冥想的理想場所,['學習(VC) 傳統(VH) 冥想(VA) 理想(VH) 場所(Na)'],學習 傳統 冥想 理想 場所
4 個月前,5,神靈地清淨宏偉莊嚴讓人覺得神佛就在你左右,['神靈(Na) 清淨(VH) 宏偉(VH) 莊嚴(VH) 覺得(VK) 左右(Ncd)'],神靈 清淨 宏偉 莊嚴 覺得 左右
4 個月前,5,,,
4 個月前,5,,,
4 個月前,2,,,
4 個月前,1,,,
4 個月前,2,請不要白跑一趟了目前還沒開放民眾進去參觀.,['目前(Nd) 開放(VC) 民眾(Na) 進去(VA) 參觀(VC)'],目前 開放 民眾 進去 參觀
4 個月前,5,"敬慈和真
常樂我淨",['敬慈(Na) 真\n(VH)'],"敬慈 真
"
5 個月前,5,景色清幽,['景色(Na) 清幽(VH)'],景色 清幽
5 個月前,5,,,
5 個月前,3,莫忘初衷度眾第一防意如城不等於防疫如城既然色身是假何須懼怕疫情,['初衷(Na) 第一(Neu) 等於(VG) 防疫(VA) 色身(Na) 懼怕(VJ) 疫情(Na)'],初衷 第一 等於 防疫 色身 懼怕 疫情
5 個月前,5,,,
6 個月前,5,師父們給我的感覺很慈悲環境也很乾淨交通也很方便能有一個這樣的修佛道場真的是很萬幸 ,['師父(Na) 感覺(Na) 慈悲(VH) 環境(Na) 乾淨(VH) 交通(Na) 方便(VH) 這樣(VH) 修佛(VA) 道場(Nc) 萬幸(VH)'],師父 感覺 慈悲 環境 乾淨 交通 方便 這樣 修佛 道場 萬幸
6 個月前,5,,,
6 個月前,1,佛祖也怕確診是嗎 要多久才開放,['佛祖(Na) 確診(VC) 多久(Nd) 開放(VC)'],佛祖 確診 多久 開放
6 個月前,4,目前依然沒有開放 10月13日之後  入境改0加7  禪寺 不知道有沒有機會同步開放 希望下次有機會可以入寺參觀,['目前(Nd) 開放(VC) 13日(Neu) 之後(Ng) 入境(VA) 改0(VC) 7  (Neu) 禪寺(Nc) 知道(VK) 有沒有(V_2) 機會(Na) 同步(VH) 開放(VC) 希望(VK) 機會(Na) 入寺(VCL) 參觀(VC)'],目前 開放 13日 之後 入境 改0 7   禪寺 知道 有沒有 機會 同步 開放 希望 機會 入寺 參觀
7 個月前,5,阿彌陀佛,[''],
7 個月前,5,"很值得來走一回
貼心的導覽服務
乎它100分",['值得(VH) 貼心(VH) 導覽(VC) 服務(VC) 100(Neu)'],值得 貼心 導覽 服務 100
7 個月前,5,偉大的建築壯麗的景色,['偉大(VH) 建築(Na) 壯麗(VH) 景色(Na)'],偉大 建築 壯麗 景色
8 個月前,5,目前還不對外開放停車場無法停白跑一趟了 ,['目前(Nd) 開放(VC) 停車場(Nc)'],目前 開放 停車場
8 個月前,5,我在普化入門皈依法名傳字輩在見幽見默法師時代我也捐了不少包水泥助建中台禪寺在道場見佛像就認供養還住在中台禪寺當義工還在普化精舍廚房煮飯一段時間在我經濟最糟的情況下還是全數捐出供養因工作離開過了幾年後經濟比較穩定了回到普化新冠還沒進國門非防疫期間法師都換人了都沒認識向法師表示要禮佛卻被住持法師阻止擋下來問很多事最後還是不讓我進去禮佛理由竟然說是有信眾在內準備活動但我在外頭只聽到幾個小朋友在佛堂內嬉戲追逐不可思議,['普化(VHC) 入門(VA) 皈依法(VJ) 名傳字輩(Na) 法師(Na) 時代(Na) 不少(Neqa) 水泥(Na) 助建(VC) 禪寺(Nc) 道場(Nc) 佛像(Na) 供養(VC) 住在(VCL) 禪寺(Nc) 義工(Na) 普化(VHC) 精舍(Nc) 廚房(Nc) 煮飯(VA) 時間(Na) 經濟(Na) 情況(Na) 全數(Neqa) 捐出(VD) 供養(VC) 工作(Na) 離開(VC) 經濟(Na) 穩定(VHC) 回到(VCL) 普化(VHC) 國門(Na) 防疫(VA) 期間(Na) 法師(Na) 換人(VA) 認識(VJ) 法師(Na) 表示(VE) 禮佛(VA) 住持(Na) 法師(Na) 阻止(VC) 擋下來(VC) 很多(Neqa) 最後(Nd) 進去(VA) 禮佛(VA) 理由(Na) 信眾(Na) 準備(VC) 活動(Na) 外頭(Ncd) 聽到(VE) 小朋友(Na) 佛堂(Nc) 嬉戲(VA) 追逐(VC) 不可思議(VH)'],普化 入門 皈依法 名傳字輩 法師 時代 不少 水泥 助建 禪寺 道場 佛像 供養 住在 禪寺 義工 普化 精舍 廚房 煮飯 時間 經濟 情況 全數 捐出 供養 工作 離開 經濟 穩定 回到 普化 國門 防疫 期間 法師 換人 認識 法師 表示 禮佛 住持 法師 阻止 擋下來 很多 最後 進去 禮佛 理由 信眾 準備 活動 外頭 聽到 小朋友 佛堂 嬉戲 追逐 不可思議
8 個月前,4,佔地廣大建築宏偉還有巨大的四大金剛值得一遊_,['佔地(VJ) 廣大(VH) 建築(Na) 宏偉(VH) 巨大(VH) 金剛(Na) 值得(VH)'],佔地 廣大 建築 宏偉 巨大 金剛 值得
8 個月前,3,,,
8 個月前,5,,,
8 個月前,1,疫情不開放難道只為終國人服務,['疫情(Na) 開放(VC) 終國人(Na) 服務(VC)'],疫情 開放 終國人 服務
9 個月前,5,,,
9 個月前,1,,,
10 個月前,1,,,
10 個月前,1,財大氣粗破壞山林美景之地,['財大氣粗(VH) 破壞(VC) 山林(Nc) 美景(Na)'],財大氣粗 破壞 山林 美景
10 個月前,4,,,
10 個月前,4,,,
10 個月前,4,,,
11 個月前,5,老和尚 行佛,['和尚(Na) 行佛(VA)'],和尚 行佛
1 年前,5,莊嚴殊勝阿彌陀佛,['莊嚴(VH) 殊勝(VH)'],莊嚴 殊勝
1 年前,5,,,
1 年前,5,,,
1 年前,5,很壯觀的地方,['壯觀(VH) 地方(Na)'],壯觀 地方
